"ace","id","section_code","status_1","status_2","status_3","status_4","status_5","order_status","update_user1","update_user2","update_user3","update_user4","update_user5","checked1_by","update_date2","update_date3","update_date4","checked1_date","reason_1","reason_2","reason_3","reason_4","rfq_status","budget_location"
"ACE22092385","1006","524604","1","2","3","4","5","0","ze261092","ze231169","ze321419","ze301736","ze043110",,"2022-10-04 20:03:46","2022-10-10 18:11:35","2022-10-18 14:31:33","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22092388","1007","524604","1","2","3","4","5","0","ze261092","ze231169","ze321419","ze301736","ze043110",,"2022-10-04 19:59:12","2022-10-10 18:11:24","2022-10-18 14:31:13","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22092359","1008","524604","1","2","3","4","5","0","ze261092","ze231169","ze321419","ze301736","ze043110",,"2022-10-04 19:54:29","2022-10-10 18:11:12","2022-10-18 14:31:03","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22092351","1009","524604","1","2","3","4","5","0","ze261092","ze231169","ze321419","ze301736","ze043110",,"2022-10-04 19:49:02","2022-10-10 18:10:57","2022-10-18 14:30:54","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22092643","1010","524202","1","2","2","0","0","0","ze37540","ze283266","ze239429",,,,"2022-12-20 12:15:57","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"The attachment is not clear so quantities are unknown",,,"0","524001"
"ACE22092627","1011","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-10-04 19:43:13","2022-10-20 19:46:13","2022-10-24 18:11:39","0000-00-00 00:00:00",,,,,"0","524601"
"ACE2209285","1012","523001","1","2","2","0","0","0","ze346373","ze309702","ze239429",,,,"2022-10-19 12:55:19","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"mistakenly quoted in USD",,,"0","523001"
"ACE22092969","1013","524401","1","2","3","4","5","0","ze34045","ze232076","ze232459","ze301736","ze043110",,"2022-09-29 21:11:19","2022-09-29 10:56:45","2022-09-30 12:20:32","0000-00-00 00:00:00",,,,,"1","524401"
"ACE22093078","1014","524604","1","2","3","4","5","0","ze261092","ze231169","ze321419","ze301736","ze043110",,"2022-10-04 19:37:15","2022-10-10 18:10:45","2022-10-18 14:30:45","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22093066","1015","524604","1","2","3","4","5","0","ze261092","ze231169","ze321419","ze301736","ze043110",,"2022-10-04 19:32:26","2022-10-10 18:10:28","2022-10-18 14:30:35","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22100472","1016","524601","1","2","3","4","4","0","ze45934","ze231169","ze321419","ze301736","ze043110",,"2022-10-06 19:17:07","2022-10-10 18:10:18","2022-10-18 14:30:22","0000-00-00 00:00:00",,,,"Undervalue of ACE","0","524601"
"ACE22100423","1017","524701","1","2","2","0","0","0","ze261874","ze333352","ze259063",,,,"2022-10-04 21:22:27","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Document to be detailed",,,"0","524701"
"ACE22100432","1018","524701","1","2","2","0","0","0","ze261874","ze333352","ze259063",,,,"2022-10-04 21:22:11","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Document to be detailed",,,"0","524701"
"ACE22100440","1019","524501","1","2","3","4","4","0","ze47813","ze267562","ze42366","ze301736","ze043110",,"2022-10-06 18:06:33","2022-10-10 18:10:08","2022-10-18 14:29:50","0000-00-00 00:00:00",,,,"Undervalue of ACE","0","524501"
"ACE22100447","1020","524701","1","2","3","4","5","0","ze261874","ze278610","ze259063","ze301736","ze043110",,"2022-10-05 11:52:31","2022-10-10 18:09:57","2022-10-10 13:00:51","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22100426","1021","524701","1","2","3","4","5","0","ze261874","ze278610","ze259063","ze301736","ze043110",,"2022-10-05 11:56:58","2022-10-10 18:09:47","2022-10-10 13:00:41","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22100494","1022","527001","1","2","3","4","4","0","ze9047785","ze294136","ze239429","ze301736","ze043110",,"2022-10-07 21:58:48","2022-10-10 18:09:32","2022-10-18 14:29:13","0000-00-00 00:00:00",,,,"Undervalue of ACE","0","527001"
"ACE22100524","1023","524501","1","1","0","0","0","0","ze321761","ze267562",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Edit and Add vehicle Reg Number",,,,"0","524501"
"ACE22100699","1024","524301","1","2","2","0","0","0","ze44911","ze299871","ze239429",,,,"2022-11-01 20:57:56","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Hand sets are not capitalised, they are written off as expenses",,,"0","524301"
"ACE22100628","1025","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-10-10 12:32:51","2022-10-11 21:29:16","2022-10-18 14:27:53","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22100676","1026","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-10-10 12:32:36","2022-10-11 21:29:25","2022-10-18 14:27:39","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22100695","1027","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-10-10 12:31:53","2022-10-11 21:29:35","2022-10-18 14:27:29","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22100688","1028","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-10-10 12:31:22","2022-10-11 21:29:43","2022-10-18 14:27:17","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22100627","1029","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-10-10 12:31:00","2022-10-11 21:29:51","2022-10-18 14:27:07","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22100649","1030","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-10-10 12:30:21","2022-10-11 21:30:02","2022-10-18 14:26:45","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22100687","1031","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-10-10 12:29:22","2022-10-11 21:30:13","2022-10-18 14:26:32","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22100733","1032","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-10-13 18:13:44","2022-10-14 18:04:54","2022-10-18 14:26:16","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22100732","1033","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-10-13 18:13:23","2022-10-14 18:03:47","2022-10-18 14:26:05","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22100710","1034","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-10-13 18:12:53","2022-10-14 18:03:26","2022-10-18 14:25:48","0000-00-00 00:00:00",,,,,"0","524601"
"ACE2210084","1035","524401","1","2","3","4","5","0","ze241563","ze336319","ze232459","ze301736","ze043110",,"2022-10-14 19:57:09","2022-10-17 19:33:31","2022-10-18 14:25:35","0000-00-00 00:00:00",,,,,"0","524401"
"ACE2210101","1036","524601","1","2","3","4","5","0","ze45934","ze231169","ze321419","ze301736","ze043110",,"2022-10-13 18:12:29","2022-10-14 18:03:11","2022-10-18 14:25:20","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22101113","1037","524501","1","1","0","0","0","0","ze321761","ze267562",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","vehicle details",,,,"0",
"ACE22101135","1038","524401","1","2","3","4","5","0","ze34045","ze232076","ze232459","ze301736","ze043110",,"2022-10-21 12:43:41","2022-10-21 13:32:49","2022-10-24 18:11:17","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22101112","1039","524501","1","1","0","0","0","0","ze321761","ze267562",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","wrong amount",,,,"0","524501"
"ACE22101144","1040","524501","1","2","3","4","5","0","ze321761","ze10855","ze42366","ze301736","ze043110",,"2022-10-17 21:29:34","2022-10-17 10:45:34","2022-10-18 14:25:04","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22101164","1041","524602","1","2","2","0","0","0","ze289329","ze231169","ze321419",,,,"2022-10-13 18:16:04","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Not an asset",,,"0","524601"
"ACE22101114","1042","524402","1","2","3","4","5","0","ze277185","ze232076","ze232459","ze301736","ze043110",,"2022-10-21 12:40:07","2022-10-21 13:32:33","2022-10-24 18:10:57","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22101493","1043","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-10-17 18:22:41","2022-10-17 19:34:45","2022-10-18 14:24:15","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22101432","1044","522001","1","2","3","4","5","0","ze232300","ze301736","ze239429","ze301736","ze043110",,"2022-10-24 21:59:03","2022-10-31 19:08:07","2022-11-03 18:56:13","0000-00-00 00:00:00",,,,,"0","522001"
"ACE22101440","1045","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-10-17 18:21:55","2022-10-17 19:34:31","2022-10-18 14:24:00","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22101462","1046","524701","1","2","3","4","5","0","ze261874","ze333352","ze259063","ze301736","ze043110",,"2022-10-17 18:21:04","2022-10-17 19:34:07","2022-10-18 14:23:49","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22101486","1047","524701","1","2","0","0","0","0","ze261874","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22101474","1048","523001","1","2","3","4","5","0","ze346373","ze309702","ze239429","ze301736","ze043110",,"2022-10-24 21:50:19","2022-10-31 19:07:57","2022-11-03 18:56:02","0000-00-00 00:00:00",,,,,"0","523001"
"ACE22101740","1049","524701","1","2","3","4","5","0","ze261874","ze278610","ze259063","ze301736","ze043110",,"2022-10-17 20:46:48","2022-10-17 10:45:08","2022-10-18 14:23:22","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22101763","1050","524701","1","2","3","4","5","0","ze261874","ze278610","ze259063","ze301736","ze043110",,"2022-10-17 20:45:11","2022-10-17 10:44:43","2022-10-18 14:22:35","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22101788","1051","524701","1","2","3","4","5","0","ze261874","ze278610","ze259063","ze301736","ze043110",,"2022-10-17 20:43:50","2022-10-17 10:44:24","2022-10-18 14:22:20","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22101795","1052","524701","1","2","3","4","5","0","ze261874","ze278610","ze259063","ze301736","ze043110",,"2022-10-17 20:42:39","2022-10-17 10:44:12","2022-10-18 14:22:05","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22101768","1053","524704","1","2","3","4","5","0","ze249246","ze249041","ze259063","ze301736","ze043110",,"2022-10-20 20:48:34","2022-10-20 21:29:16","2022-10-24 18:10:39","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22101790","1054","524704","1","2","3","4","5","0","ze249246","ze249041","ze259063","ze301736","ze043110",,"2022-10-20 20:53:15","2022-10-20 21:29:00","2022-10-24 18:10:23","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22101935","1055","524701","1","2","2","0","0","0","ze241148","ze249041","ze259063",,,,"2022-10-20 19:50:02","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Omission of certain Info",,,"0","524701"
"ACE22102025","1056","523001","1","2","3","4","5","0","ze346373","ze309702","ze239429","ze301736","ze043110",,"2022-10-24 21:42:13","2022-10-31 19:07:38","2022-11-03 18:55:50","0000-00-00 00:00:00",,,,,"0","523001"
"ACE22102018","1057","524701","1","2","3","4","5","0","ze241148","ze249041","ze259063","ze301736","ze043110",,"2022-10-20 20:04:06","2022-10-20 21:27:55","2022-10-24 18:10:07","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22102068","1058","524701","1","2","3","4","5","0","ze241148","ze333352","ze259063","ze301736","ze043110",,"2022-10-21 19:44:42","2022-10-21 11:26:41","2022-10-24 18:09:56","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22102114","1059","524701","1","2","3","4","5","0","ze241148","ze249041","ze259063","ze301736","ze043110",,"2022-10-21 13:04:50","2022-10-21 13:32:06","2022-10-24 18:09:43","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22102157","1060","524701","1","2","3","4","5","0","ze241148","ze249041","ze259063","ze301736","ze043110",,"2022-10-21 12:57:52","2022-10-21 13:31:47","2022-10-24 18:09:31","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22102227","1061","524401","1","2","3","4","5","0","ze241563","ze232076","ze232459","ze301736","ze043110",,"2022-11-17 15:44:41","2022-11-18 11:16:32","2022-11-25 12:37:14","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22102434","1062","524501","1","2","3","4","5","0","ze321761","ze10855","ze42366","ze301736","ze043110",,"2022-10-25 12:32:24","2022-10-31 19:07:27","2022-11-03 18:55:39","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22102481","1063","524501","1","2","3","4","5","0","ze321761","ze10855","ze42366","ze301736","ze043110",,"2022-10-25 12:31:21","2022-10-31 19:07:19","2022-11-03 18:54:52","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22102444","1064","524501","1","2","3","4","5","0","ze321761","ze10855","ze42366","ze301736","ze043110",,"2022-10-25 12:30:41","2022-10-31 19:07:10","2022-11-03 18:53:02","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22102516","1065","524301","1","2","3","4","5","0","ze3522741","ze299871","ze239429","ze301736","ze043110",,"2022-11-01 20:52:32","2022-11-01 11:20:27","2022-11-03 18:51:51","0000-00-00 00:00:00",,,,,"1","524301"
"ACE22102563","1066","524301","1","2","3","4","5","0","ze3522741","ze299871","ze239429","ze301736","ze043110",,"2022-11-01 20:50:36","2022-11-01 11:19:57","2022-11-03 18:50:50","0000-00-00 00:00:00",,,,,"1","524301"
"ACE22102539","1067","524301","1","2","3","4","5","0","ze3522741","ze299871","ze239429","ze301736","ze043110",,"2022-11-01 20:48:29","2022-11-01 11:19:30","2022-11-03 18:49:55","0000-00-00 00:00:00",,,,,"1","524301"
"ACE22102612","1068","524501","1","2","3","4","5","0","ze321761","ze10855","ze42366","ze301736","ze043110",,"2022-10-31 19:04:55","2022-10-31 19:07:00","2022-11-03 18:49:32","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22102661","1069","524501","1","2","3","4","5","0","ze321761","ze10855","ze42366","ze301736","ze043110",,"2022-10-31 19:04:01","2022-10-31 19:06:51","2022-11-03 18:49:14","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22102642","1070","524402","1","2","2","0","0","0","ze51764","ze336319","ze232459",,,,"2022-11-17 15:46:02","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,"Expense items",,,"0","524401"
"ACE2210273","1071","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-12-20 22:57:04","2022-12-20 11:02:07","2022-12-30 20:58:40","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22102799","1072","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-12-20 22:56:35","2022-12-20 11:08:29","2022-12-30 20:58:27","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22102895","1073","524301","1","2","3","4","5","0","ze3522741","ze299871","ze239429","ze301736","ze043110",,"2022-11-01 20:46:49","2022-11-01 11:19:17","2022-11-03 18:48:50","0000-00-00 00:00:00",,,,,"1","524301"
"ACE2210315","1074","524301","1","2","3","4","5","0","ze234605","ze299871","ze239429","ze301736","ze043110",,"2022-11-01 20:44:20","2022-11-01 11:19:03","2022-11-03 18:47:58","0000-00-00 00:00:00",,,,,"0","524301"
"ACE22103179","1075","524301","1","2","3","4","5","0","ze234605","ze299871","ze239429","ze301736","ze043110",,"2022-11-01 20:42:18","2022-11-01 11:18:42","2022-11-03 18:47:42","0000-00-00 00:00:00",,,,,"0","524301"
"ACE22103196","1076","524301","1","2","3","4","5","0","ze234605","ze299871","ze239429","ze301736","ze043110",,"2022-11-01 20:38:13","2022-11-01 10:00:30","2022-11-03 18:47:25","0000-00-00 00:00:00",,,,,"0","524301"
"ACE22110265","1077","524501","1","2","3","4","5","0","ze321761","ze10855","ze42366","ze301736","ze043110",,"2022-11-04 12:47:50","2022-11-07 13:56:34","2022-11-07 14:19:23","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22110286","1078","524501","1","2","3","4","5","0","ze321761","ze10855","ze42366","ze301736","ze043110",,"2022-11-04 12:46:23","2022-11-07 13:56:21","2022-11-07 14:19:12","0000-00-00 00:00:00",,,,,"0","524501"
"ACE22110865","1079","524705","1","1","0","0","0","0","ze44482","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","1. A transformer is not T&E. 2. Why do you want to buy a transformer when it has been allocated to you?",,,,"0","524701"
"ACE2211094","1080","522001","1","2","3","3","0","0","ze293873","ze301736","ze239429","ze301736",,,"2022-11-18 21:09:31","2022-11-18 11:18:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,"Please rectify estimated ACE value. The amount shown is unrealistic whether in  US$ or ZWL/RTGs",,"0","522001"
"ACE22111078","1081","524101","1","2","3","4","5","0","ze323896","ze332259","ze46035","ze301736","ze043110",,"2022-11-24 20:46:11","2022-11-24 14:04:04","2022-11-25 12:36:57","0000-00-00 00:00:00",,,,,"0","524101"
"ACE22111032","1082","524702","1","2","3","4","5","0","ze226769","ze278610","ze259063","ze301736","ze043110",,"2022-11-25 19:50:26","2022-11-25 12:55:53","2022-11-30 21:19:10","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22111033","1083","524705","1","1","0","0","0","0","ze44482","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","Use NDM",,,,"0","524701"
"ACE22111125","1084","526001","1","2","3","4","5","0","ze291412","ze234001","ze239429","ze301736","ze043110",,"2022-11-18 21:04:59","2022-11-18 11:16:11","2022-11-25 12:36:42","0000-00-00 00:00:00",,,,,"0","526001"
"ACE2211165","1085","525000","1","0","0","0","0","0","ze246808",,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","525000"
"ACE22111627","1086","524701","1","1","0","0","0","0","ze30570","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","The budget in ZWL, yet your ACE in USD",,,,"0","524701"
"ACE22111644","1087","524701","1","1","0","0","0","0","ze30570","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","The budget in ZWL, yet your ACE in USD",,,,"0","524701"
"ACE22111657","1088","524701","1","1","0","0","0","0","ze30570","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","The budget in ZWL, yet your ACE in USD",,,,"0","524701"
"ACE22111678","1089","524701","1","1","0","0","0","0","ze30570","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","The budget in ZWL, yet your ACE in USD",,,,"0","524701"
"ACE22111677","1090","524701","1","1","0","0","0","0","ze30570","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","The budget in ZWL, yet your ACE in USD",,,,"0","524701"
"ACE22111665","1091","524701","1","1","0","0","0","0","ze30570","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","The budget in ZWL, yet your ACE in USD",,,,"0","524701"
"ACE22111634","1092","524701","1","1","0","0","0","0","ze30570","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","The budget in ZWL, yet your ACE in USD",,,,"0","524701"
"ACE22111693","1093","524701","1","1","0","0","0","0","ze30570","ze278610",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","The budget in ZWL, yet your ACE in USD",,,,"0","524701"
"ACE22111766","1094","524402","1","2","0","0","0","0","ze51659","ze232076",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22111794","1095","524601","1","2","3","4","5","0","ze257478","ze231169","ze321419","ze301736","ze043110",,"2022-12-20 22:55:38","2022-12-20 11:08:05","2022-12-30 20:58:09","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22111735","1096","524601","1","2","3","4","5","0","ze257478","ze231169","ze321419","ze301736","ze043110",,"2022-12-20 22:53:59","2022-12-20 11:04:58","2022-12-30 20:57:58","0000-00-00 00:00:00",,,,,"0","524601"
"ACE2211174","1097","524601","1","2","3","4","5","0","ze257478","ze231169","ze321419","ze301736","ze043110",,"2022-12-20 22:52:25","2022-12-20 11:04:36","2022-12-30 20:57:47","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22111812","1098","524402","1","2","0","0","0","0","ze51659","ze232076",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22111864","1099","524301","1","2","3","4","5","0","ze3522741","ze299871","ze239429","ze301736","ze043110",,"2022-11-18 21:53:49","2022-11-18 11:16:00","2022-11-25 12:35:52","0000-00-00 00:00:00",,,,,"0","524301"
"ACE22111837","1100","524702","1","2","3","4","5","0","ze226769","ze249041","ze259063","ze301736","ze043110",,"2022-12-12 12:51:02","2022-12-13 21:08:04","2022-12-13 22:29:43","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22112126","1101","524501","1","1","0","0","0","0","ze225282","ze10855",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","The cost  is too low ",,,,"0","524501"
"ACE22112112","1102","524501","1","2","3","4","5","0","ze225282","ze10855","ze42366","ze301736","ze043110",,"2022-11-22 18:43:04","2022-11-22 13:09:07","2022-11-25 12:35:20","0000-00-00 00:00:00",,,,,"0","524501"
"ACE2211246","1103","524403","1","2","0","0","0","0","ze266728","ze232076",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","524401"
"ACE22112845","1104","525000","1","0","0","0","0","0","ze246808",,,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","525000"
"ACE22112865","1105","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-12-20 22:51:11","2022-12-20 22:56:49","2022-12-30 20:56:13","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22112926","1106","524201","1","2","3","4","5","0","ze7277","ze298433","ze239429","ze301736","ze043110",,"2022-12-16 20:35:55","2022-12-16 21:18:03","2022-12-20 21:04:16","0000-00-00 00:00:00",,,,,"0","524001"
"ACE22113042","1107","524201","1","2","3","4","5","0","ze7277","ze298433","ze239429","ze301736","ze043110",,"2022-12-16 20:53:40","2022-12-16 21:17:50","2022-12-20 21:04:03","0000-00-00 00:00:00",,,,,"0","524001"
"ACE22120224","1108","524301","1","2","3","4","5","0","ze234605","ze299871","ze239429","ze301736","ze043110",,"2022-12-13 20:49:40","2022-12-13 21:07:29","2022-12-13 22:27:46","0000-00-00 00:00:00",,,,,"0","524301"
"ACE22120294","1109","524301","1","2","3","4","5","0","ze234605","ze299871","ze239429","ze301736","ze043110",,"2022-12-13 20:46:08","2022-12-13 21:07:19","2022-12-13 22:26:44","0000-00-00 00:00:00",,,,,"0","524301"
"ACE22120216","1110","524301","1","2","3","4","5","0","ze234605","ze299871","ze239429","ze301736","ze043110",,"2022-12-13 20:43:18","2022-12-13 21:07:08","2022-12-13 22:25:07","0000-00-00 00:00:00",,,,,"0","524301"
"ACE22120639","1111","524202","1","2","3","4","5","0","ze37540","ze283266","ze239429","ze301736","ze043110",,"2022-12-13 20:38:21","2022-12-13 21:05:25","2022-12-13 22:19:35","0000-00-00 00:00:00",,,,,"0","524001"
"ACE22120692","1112","524202","1","2","3","4","5","0","ze37540","ze283266","ze239429","ze301736","ze043110",,"2022-12-08 14:12:19","2022-12-09 21:59:06","2022-12-09 22:28:15","0000-00-00 00:00:00",,,,,"0","524001"
"ACE22120693","1113","524202","1","2","3","4","5","0","ze37540","ze283266","ze239429","ze301736","ze043110",,"2022-12-08 14:09:01","2022-12-09 21:58:40","2022-12-09 22:27:05","0000-00-00 00:00:00",,,,,"0","524001"
"ACE22120736","1114","524704","1","1","0","0","0","0","ze249246","ze333352",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","For East District not Region",,,,"0","524701"
"ACE22120711","1115","524704","1","2","3","4","5","0","ze249246","ze333352","ze259063","ze301736","ze043110",,"2022-12-12 12:49:49","2022-12-13 21:04:09","2022-12-13 22:11:51","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22120797","1116","524701","1","2","3","4","5","0","ze30570","ze333352","ze259063","ze301736","ze043110",,"2022-12-12 12:53:49","2022-12-13 21:03:07","2022-12-13 22:11:40","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22120772","1117","524701","1","2","0","0","0","0","ze30570","ze333352",,,,,"0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22120750","1118","524701","1","2","3","4","5","0","ze30570","ze333352","ze259063","ze301736","ze043110",,"2022-12-15 20:43:03","2022-12-15 22:06:13","2022-12-20 21:03:51","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22120715","1119","524701","1","2","3","4","5","0","ze30570","ze333352","ze259063","ze301736","ze043110",,"2022-12-15 20:41:37","2022-12-15 22:06:03","2022-12-20 21:03:40","0000-00-00 00:00:00",,,,,"0","524701"
"ACE2212073","1120","524701","1","2","3","4","5","0","ze30570","ze333352","ze259063","ze301736","ze043110",,"2022-12-15 20:38:39","2022-12-15 22:05:49","2022-12-20 21:03:30","0000-00-00 00:00:00",,,,,"0","524701"
"ACE22120763","1121","524602","1","2","3","4","4","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-12-20 22:48:16","2022-12-20 22:55:54","2022-12-30 20:55:33","0000-00-00 00:00:00",,,,"Goods in Stock","0","524601"
"ACE22120732","1122","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-12-20 22:44:49","2022-12-20 22:55:45","2022-12-30 20:55:02","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22120759","1123","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-12-20 22:44:13","2022-12-20 22:55:28","2022-12-30 20:54:46","0000-00-00 00:00:00",,,,,"0","524601"
"ACE22120743","1124","524602","1","2","3","4","5","0","ze289329","ze231169","ze321419","ze301736","ze043110",,"2022-12-20 22:42:43","2022-12-20 22:55:12","2022-12-30 20:54:34","0000-00-00 00:00:00",,,,,"0","524601"
