"adjid","item1","quantity1","supplier1","item1_unitprice","item1_total","supplier1_quotation_date","supplier1_quotation","supplier2","supplier2_unitprice1","supplier2_total1","supplier2_quotation_date","supplier2_quotation","supplier3","supplier3_unitprice1","supplier3_total1","supplier3_quotation_date","supplier3_quotation","description","specifications","award1","pr_number","date_created","section_code","remarks","direct_purchase1","direct_purchase2","direct_purchase3","direct_purchase4","direct_purchase5","direct_purchase6","direct_purchase7","direct_purchase8","direct_purchase9","direct_purchase10","service_type","ace","ace_spec","proc_ref","region"
"D22051873","repair works Commercial toilet first floor Wynne s","1","builders home","134040.00","134040.00","2022-05-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Wynne street 1st floor toilet material repairs","specs/","builders home","10230294","2022-05-18 13:47:59","523001",,"direct_purchases/scan0025.pdf",,,,,,,,,,"Direct Purchase",,,"acc47570","harare"
"D22051880","Telone","1","Telone","75900.00","75900.00","2022-05-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ADSL Bundle for GM, FM and HR mANAGER","specs/","Telone","10230564","2022-05-18 10:54:45","523001",,"direct_purchases/scan0032.pdf",,,,,,,,,,"Direct Purchase",,,"acc473330","harare"
"D22051887","Safeguard rapid response","1","Safeguard Rapid Response","1.00","1.00","2022-05-18","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," SAFEGUARD Security service","specs/","Safeguard Rapid Response","10230476","2022-05-18 11:00:19","523001",,"direct_purchases/scan0028.pdf",,,,,,,,,,"Direct Purchase",,,"acc474030","harare"
"D22051967","INTERNATIONAL SYMPOSIUM ON RISK AND SAFETY MANAGEM","1","Global Renaissance Investment","720000.00","720000.00","2022-05-19","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," INTERNATIONAL SYMPOSIUM ON RISK AND SAFETY MANAGEMENT 2022.","specs/","Global Renaissance Investment","10230732","2022-05-19 14:42:53","526001",,"direct_purchases/Aurhtorisation for Risk Symposium.pdf","direct_purchases/1652971373ZETDC VIC FALLS 2.pdf","direct_purchases/International Risk Symposium - Invitation.pdf","direct_purchases/International Risk Symposium.pdf",,,,,,,"Direct Purchase",,,"acc473660","harare"
"D22051980","INTERNATIONAL SYMPOSIUM ON RISK AND SAFETY MANAGEM","1","Global Renaissance Investment","720000.00","720000.00","2022-05-19",,,"0","0","0000-00-00",,,"0","0","0000-00-00",,"INTERNATIONAL SYMPOSIUM ON RISK AND SAFETY MANAGEMENT 2022.",,"Global Renaissance Investment","10230732","2022-05-19 13:13:24","526001",,"direct_purchases/ZETDC VIC FALLS 2.pdf",,,,,,,,,,"Direct Purchase",,,"acc473660","harare"
"D22052722","June 2022 rental","1","Sandevan","150000.00","150000.00","2022-05-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rental for SCSO Makove Warren Park Depot June 2022","specs/","Sandevan","10231083","2022-05-27 13:28:19","523001",,"direct_purchases/scan0059.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22052737","June 2022 rental","1","Rodbell","1.00","1.00","2022-05-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rental for June 2022 for SCSO Maindidze  Waterfalls depot","specs/","Rodbell","10231081","2022-05-27 13:55:48","523001",,"direct_purchases/1653659748scan0058.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22052745","May 2022 rental for Eng Mbavarira DM East","1","Guest and Tanner","360540.00","360540.00","2022-05-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," May 2022 rental for Eng Mavarira DM East","specs/","Guest and Tanner","10231082","2022-05-27 13:02:32","523001",,"direct_purchases/scan0063.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22052750","May 2022 rental for Ruwa Depot","1","Guest and Tanner","1529056.00","1529056.00","2022-05-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," May 2022 rental for Ruwa Depot","specs/","Guest and Tanner","10231086","2022-05-27 13:06:06","523001",,"direct_purchases/scan0062.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D2205276","Rental may and june 2022 for Eng Mbavarira DM East","1","Guest and Tanner","360540.00","360540.00","2022-05-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," RENTAL FOR GUEST AND TANNER","specs/","Guest and Tanner","10231082","2022-05-27 13:37:19","523001",,"direct_purchases/1653658639scan0063.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22052761","rental for ruwa depot ","1","Guest and Tanner","1529056.00","1529056.00","2022-05-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Guest and Tanner may balance and June rental for Ruwa Depot","specs/","Guest and Tanner","10231086","2022-05-27 13:33:06","523001",,"direct_purchases/1653658386scan0062.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22052770","June 2022 rental","1","JJ Maintenance","261000.00","261000.00","2022-05-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rental for June 2022 for SCSO Mwale Glen View depot","specs/","JJ Maintenance","10231078","2022-05-27 14:00:19","523001",,"direct_purchases/1653660019scan0057.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22052780","June 2022 rental","1","Stohill","240000.00","240000.00","2022-05-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rental for June 2022  for SCSO Hwami Kuwadzana depot","specs/","Stohill","10231091","2022-05-27 13:40:56","523001",,"direct_purchases/1653658856scan0060.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22052798"," May 2022 rent","1","Stohill","240000.00","240000.00","2022-05-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," May rental for SCSO Hwami - Kuwadzana Depot","specs/","Stohill","10231091","2022-05-27 13:12:59","523001",,"direct_purchases/scan0060.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22053016","Rent ","1","Guest and Tanner","479505.00","479505.00","2022-05-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Ruwa depot May balance","specs/","Guest and Tanner","10231148","2022-05-30 13:12:59","523001",,"direct_purchases/RUWA MAY BALANCE.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22053040","Rent ","1","Guest and Tanner","1049551.00","1049551.00","2022-05-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent for ruwa depot","specs/","Guest and Tanner","10231146","2022-05-30 13:11:10","523001",,"direct_purchases/ZETDC RUWA JUNE RENTADVICE NOTE (1).docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22053054","Rent ","1","Guest and Tanner","221767.00","221767.00","2022-05-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent for Mbavarira jUNE 2022","specs/","Guest and Tanner","10231149","2022-05-30 13:10:00","523001",,"direct_purchases/ZETDC WESTGATE JUNE  RENT ADVICE NOTE (1).docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22053071","Rent ","1","Guest and Tanner","13877250.00","13877250.00","2022-05-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," May rent balance for Mbavarira ","specs/","Guest and Tanner","10231151","2022-05-30 13:07:45","523001",,"direct_purchases/1653916065WESTGATE MAY BALANCE.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22053076","Rent ","1","Guest and Tanner","47950500.00","47950500.00","2022-05-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent may balance Mbavarira","specs/","Guest and Tanner","10231148","2022-05-30 13:00:17","523001",,"direct_purchases/WESTGATE MAY BALANCE.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22053080","Rent ","1","higher dimension","60000.00","60000.00","2022-05-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent for Njenda June 2022","specs/","higher dimension","10231153","2022-05-30 13:25:35","523001",,"direct_purchases/ACFrOgAv4tcez3arWqETPw13zOMXVcODtIdObznLb6cqkaUUaBHynriTQY1YSjWXNme6-gaZJhvGzedUK0mINRbzq3f28ZP8S0_h-vCMD4krokQ6qlSGvur9TUlJR5A=.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22053098","Rent ","1","Crusader","36000000.00","36000000.00","2022-05-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent for Tachiona June 2022","specs/","Crusader","10231155","2022-05-30 13:22:36","523001",,"direct_purchases/ACFrOgCkPEECb0pdDfvpiRivgCznUoE0F-tD-8C5g1I7lQI3USqHyyxfwXpVFtCiAzJhDq37pLlDcRdRrS2QsBD04looZ3x4CG3BC25fKVc54mzOO_OvoRPPaaPXbDg=.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22060281","tea","1","tsebo servcor","30560778.00","30560778.00","2022-06-02","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Coffee machine ingredients","specs/","tsebo servcor","10231316","2022-06-02 10:17:52","523001",,"direct_purchases/Tsebo Zimbabwe (Pvt) Ltd QU-000002967_20220602111349.pdf",,,,,,,,,,"Direct Purchase",,,"acc473690","harare"
"D22060323","Medical bills for Tendayi Marumisa","1","Dr T. Machiridza","247500.00","247500.00","2022-05-31","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Hospital consultation and follow up for Tendayi Marumisa","specs/","Dr T. Machiridza","10231411","2022-06-03 13:32:45","523001",,"direct_purchases/20220603_153113.jpg",,,,,,,,,,"Direct Purchase",,,"acc473670","harare"
"D22060994","Canteen License","1","City of Harare","170040.00","170040.00","2022-06-08","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Canteen License for ZETDC Harare Region","specs/","City of Harare","10231602","2022-06-09 09:16:59","523001",,"direct_purchases/20220609_111349.jpg",,,,,,,,,,"Direct Purchase",,,"acc473640","harare"
"D22061366","Rent ","1","Zoomway","240000.00","240000.00","2022-06-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent for Satande June 2022","specs/","Zoomway","10231788","2022-06-13 12:51:44","523001",,"direct_purchases/ACFrOgAxmX0lQsjSIU19Huy9OwkP3zkQIQ4VAFUh6owDznOrcLh5A7i-4-g8zRADZ1AQaxA8ZJ1rWOKyTCzDz2o1RQElIMxPOGDSpXJ2nbs6KHjv9JLmzEQmAlUISZI=",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22061624","Initial Consultation","1","Pioneering Health Group","48000.00","48000.00","2022-06-13","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Medical costs for Elliot Mupariwa","specs/","Pioneering Health Group","10231951","2022-06-16 06:42:03","523001",,"direct_purchases/Elliot Mupariwa Invoice- ZESA-DR NCUBE  13.06.22.pdf",,,,,,,,,,"Direct Purchase",,,"acc473640","harare"
"D22062112","Standard newspapers","27","Zimind Publishers","14300.00","386100.00","2022-06-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Standard newspapers","specs/","Zimind Publishers","10232240","2022-06-21 14:42:15","523001",,"direct_purchases/scan0085.pdf",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D22062121","Rent ","1","Guest and Tanner","13291266.00","13291266.00","2022-06-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Payment of rent balance for Ruwa depot May 2022","specs/","Guest and Tanner","10232180","2022-06-21 09:27:15","523001",,"direct_purchases/scan0199.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22062122","Newsday newspapers","27","Zimind Publishers","85800.00","2316600.00","2022-06-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," News newspapers","specs/","Zimind Publishers","10232238","2022-06-21 14:35:06","523001",,"direct_purchases/scan0084.pdf",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D22062190","Zimbabwe Independent newspapers","27","Zimind Publishers","27300.00","737100.00","2022-06-21","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," 27 copies Zimbabwe Independent","specs/","Zimind Publishers","10232241","2022-06-21 14:38:59","523001",,"direct_purchases/scan0083.pdf",,,,,,,,,,"Direct Purchase",,,"acc473810","harare"
"D22062370","COMPUTER SOCIETY WINTER SCHOOL","1","BRAVO TOURS","144000.00","144000.00","2022-06-20","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," CSZ WINTER SCHOOL","specs/","BRAVO TOURS","10232431","2022-06-23 12:40:23","527001",,"direct_purchases/bravo.pdf",,,,,,,,,,"Direct Purchase",,,"acc473900","harare"
"D22062373","COMPUTER SOCIETY WINTER SCHOOL","1",,"0.00","0.00","2022-06-20","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," CSZ WINTER SCHOOL","specs/","BRAVO TOURS","10232431","2022-06-23 12:43:02","527001",,"direct_purchases/1655988182bravo.pdf",,,,,,,,,,,,,"acc473900","harare"
"D2206241","Rent ","1","Sandevan","150000.00","150000.00","2022-06-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent for Makove July","specs/","Sandevan","10232517","2022-06-24 10:47:26","523001",,"direct_purchases/1656067646MAKOVE MaY 2022.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22062477","Rent ","1","Rodbel","70000.00","70000.00","2022-06-24","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent for Maindidze July 2022","specs/","Rodbel","10232493","2022-06-24 10:52:54","523001",,"direct_purchases/Invoice - Zetdc - July 2022 - 12 Frederick Booth Ave., Hillside.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22062715","Rent ","1","Guest and Tanner","281568.00","281568.00","2022-06-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent for Mbavarira July 2022","specs/","Guest and Tanner","10232626","2022-06-27 13:58:34","523001",,"direct_purchases/ZETDC 2032 WESTGATE JULY RENT ADVICE.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22062783","Rent ","1","Guest and Tanner","945062.00","945062.00","2022-06-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent Ruwa depot July","specs/","Guest and Tanner","10232625","2022-06-27 13:57:21","523001",,"direct_purchases/ZETDC RUWA SHUMBA CLOSE JULY RENT ADVICE NOTE.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22062785","Rent ","1","higher dimension","60000.00","60000.00","2022-06-27","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent for Njenda July 2022","specs/","higher dimension","10232624","2022-06-27 13:59:39","523001",,"direct_purchases/19 Dan Judson July rent0001.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22062837","bricks","1","Willdale","2384120.00","2384120.00","2022-06-28","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Ruwa depot bricks difference","specs/","Willdale","10232664","2022-06-28 11:11:42","523001",,"direct_purchases/Willdale Limited ta WILLDALE BRICKS QU-000005294_20220628105532.pdf",,,,,,,,,,"Direct Purchase",,,"acc475005","harare"
"D22062973","Hot chocolate","1","tsebo servcor","39433800.00","39433800.00","2022-06-29","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Hot chocolate coffee machines Wynne street","specs/","tsebo servcor","10232726","2022-06-29 11:21:42","523001",,"direct_purchases/ZETDC WYNNE 29.06.22.pdf",,,,,,,,,,"Direct Purchase",,,"acc473690","harare"
"D22070152","Sanitary services for May 2022","1","CLEARDEAN PROPERTY CLEANERS","116954.00","116954.00","2022-05-31","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Sanitary services May 2022","specs/","CLEARDEAN PROPERTY CLEANERS","10232806","2022-07-01 10:53:06","523001",,"direct_purchases/ZETDC Salary increment May 2022 (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc473640","harare"
"D22070175","Sanitary services for June 2022","1","CLEARDEAN PROPERTY CLEANERS","116954.00","116954.00","2022-06-30","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Sanitary services June 2022","specs/","CLEARDEAN PROPERTY CLEANERS","10232807","2022-07-01 10:51:36","523001",,"direct_purchases/ZETDC Sanitary Service June 2022 inv (2).xlsx",,,,,,,,,,"Direct Purchase",,,"acc473640","harare"
"D22070479","July 2022 Rental for Scso Mwale Gv depot","1","JJ Maintenance","323749.00","323749.00","2022-07-04","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," July rental for scso Mwale Glen view depot 2022","specs/","JJ Maintenance","10232850","2022-07-04 11:27:13","523001",,"direct_purchases/Invocie for rent - July 2022 - 13 Campbelton road , bluffhil harare-3.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22070550","Review Consultation","1","Dr Dari","22500.00","22500.00","2022-07-05","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," review consultation for Takudzwa Shumba","specs/","Dr Dari","10232929","2022-07-05 10:11:21","523001",,"direct_purchases/1657015881scan0011.pdf",,,,,,,,,,"Direct Purchase",,,"acc473640","harare"
"D22070716","transport","1","Harare Quarry","207060.00","207060.00","2022-07-07","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/","Difference of 19mm stones to Ruwa dep","specs/","Harare Quarry","10232986","2022-07-07 07:59:44","523001",,"direct_purchases/ZETDC ALEX 02 (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc475500","harare"
"D2207076","transport","1","Harare Quarry","315000.00","315000.00","2022-07-07","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Transportation of 19mm to Ruwa depot","specs/","Harare Quarry","10232990","2022-07-07 08:10:01","523001",,"direct_purchases/ZETDC 03 (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc475500","harare"
"D22070774","river sand and pit sand","1","Harare Quarry","2674000.00","2674000.00","2022-07-07","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Purchasing of River sand and Pit sand for Ruwa depot project","specs/","Harare Quarry","10232984","2022-07-07 08:13:18","523001",,"direct_purchases/ZETDC ALEX (1).pdf",,,,,,,,,,"Direct Purchase",,,"acc475500","harare"
"D22070828","Oshemac","1","NSSA","663649.00","663649.00","2022-07-08","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Oshemac Training for Mapepeta, Tenga, Munyeki, Mushaurwa and Gannie","specs/","NSSA","10233011","2022-07-08 09:47:39","523001",,"direct_purchases/scan.pdf",,,,,,,,,,"Direct Purchase",,,"acc473660","harare"
"D22070842","Telone","1","Telone","96000.00","96000.00","2022-07-08","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," broadband internet","specs/","Telone","10233113","2022-07-08 09:43:52","523001",,"direct_purchases/1657273432scan0090.pdf",,,,,,,,,,"Direct Purchase",,,"acc473330","harare"
"D22072535","Rent deposit","1","Zimbabwe Agricultural Society","70639508.00","70639508.00","2022-07-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rental Deposit to ZAS July 2022","specs/","Zimbabwe Agricultural Society","10233960","2022-07-25 14:19:26","523001",,"direct_purchases/1658758766ZETDC JULY INVOICE_3.pdf",,,,,,,,,,"Direct Purchase",,,"acc474015","harare"
"D22072596","Rent ","1","Zimbabwe Agricultural Society","80882237.00","80882237.00","2022-07-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Payment of rent to ZAS ","specs/","Zimbabwe Agricultural Society","10233958","2022-07-25 14:18:06","523001",,"direct_purchases/ZETDC JULY INVOICE_3.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22080147","Rent ","1","Crusader","720000.00","720000.00","2022-08-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent for Tachiona August 2022","specs/","Crusader","10234312","2022-08-01 06:55:42","523001",,"direct_purchases/Scan (3).pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22080183","Rent ","1","Zoomway","490000.00","490000.00","2022-08-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," payment of rent to Zoomway July 2022","specs/","Zoomway","10234310","2022-08-01 06:54:39","523001",,"direct_purchases/Zetdc July invoice.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22080197","lawn","1","choice","260000.00","260000.00","2022-08-01","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," purchasing of lawn for Show ground","specs/","choice","10234290","2022-08-01 07:08:46","523001",,"direct_purchases/scan0092.pdf",,,,,,,,,,"Direct Purchase",,,"acc475800","harare"
"D22080211","Spectacles","1","Dr Mathias Mukona","90000.00","90000.00","2022-07-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Spectacles for V. Kudiwapfava","specs/","Dr Mathias Mukona","10234378","2022-08-02 08:38:07","523001",,"direct_purchases/1659429487scan0094.pdf","direct_purchases/1659429487scan0093.pdf",,,,,,,,,"Direct Purchase",,,"acc473640","harare"
"D22080251","Medical bill for V. Kudiwapfava-Injury on duty","1","Dr Mathias Mukona","845000.00","845000.00","2022-07-25","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Opthalmic services and consultation for V. Kudiwapfava","specs/","Dr Mathias Mukona","10234377","2022-08-02 08:36:20","523001",,"direct_purchases/scan0094.pdf","direct_purchases/scan0093.pdf",,,,,,,,,"Direct Purchase",,,"acc473640","harare"
"D2208042","Rent ","1","Guest and Tanner","99999999.99","99999999.99","2022-08-04","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Rent for Ruwa Depot August 2022","specs/","Guest and Tanner","10234565","2022-08-04 07:13:53","523001",,"direct_purchases/ZETDC RUWA AUGUST RENT ADVICE NOTE.docx",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22080429","Lunch meals for first aid training 8 days","1","Simbisa brands","933100.00","933100.00","2022-08-03","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Lunch meals for first aid training (8 days)","specs/","Simbisa brands","10234566","2022-08-04 08:19:53","523001",,"direct_purchases/scan0096.pdf",,,,,,,,,,"Direct Purchase",,,"acc473700","harare"
"D22080443","Teas, refreshments and other provisions (Preferred","1","TM PICK N PAY","1162853.00","1162853.00","2022-08-03","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Teas, refreshments, stationery and ingredients for lunch meals for First Aid training 6 days","specs/","TM PICK N PAY","10234583","2022-08-04 08:23:07","523001",,"direct_purchases/QUOTATION 1.xlsx",,,,,,,,,,"Direct Purchase",,,"acc473700","harare"
"D22081030","sugar","1","servcor Tsepo","1989400.00","1989400.00","2022-08-10","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," white sugar coffee machines","specs/","servcor Tsepo","10234752","2022-08-10 13:34:03","523001",,"direct_purchases/scan0001.pdf",,,,,,,,,,"Direct Purchase",,,"acc473690","harare"
"D22081047","detergents","1","nemchem","70680000.00","70680000.00","2022-08-10","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Detergents for Wynne street use","specs/","nemchem","10234765","2022-08-10 14:05:39","523001",,"direct_purchases/Zetdc Quotation_20220810_114821.pdf",,,,,,,,,,"Direct Purchase",,,"acc474020","harare"
"D22081056","detergents","1","nemchem","84000000.00","84000000.00","2022-08-10","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Tiles and toilet detergents Wynne street use","specs/","nemchem","10234759","2022-08-10 14:06:54","523001",,"direct_purchases/Zetdc 2 Quotation_20220810_114928.pdf",,,,,,,,,,"Direct Purchase",,,"acc474020","harare"
"D2208109","Hot chocolate","1","servcor Tsepo","39900026.00","39900026.00","2022-08-10","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Hot chocolate ","specs/","servcor Tsepo","10234738","2022-08-10 13:32:20","523001",,"direct_purchases/scan0003.pdf",,,,,,,,,,"Direct Purchase",,,"acc473690","harare"
"D22081099","milk","1","servcor Tsepo","22133376.00","22133376.00","2022-08-10","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Everyday Milk for coffee machines ","specs/","servcor Tsepo","10234739","2022-08-10 13:35:18","523001",,"direct_purchases/1660138518scan0002.pdf",,,,,,,,,,"Direct Purchase",,,"acc473690","harare"
"D22081118","Rent ","1","higher dimension","60000.00","60000.00","2022-08-11","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Payment of rent for Njenda August 2022","specs/","higher dimension","10234291","2022-08-11 07:24:02","523001",,"direct_purchases/1660202642scan0004.pdf",,,,,,,,,,"Direct Purchase",,,"acc474010","harare"
"D22081151","Adsl bundle","1","Telone","11350500.00","11350500.00","2022-08-11","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," ADSL Bundle for GM,FM AND HR","specs/","Telone","10234825","2022-08-11 10:31:54","523001",,"direct_purchases/ZETDC QUOTE.pdf",,,,,,,,,,"Direct Purchase",,,"acc473440","harare"
"D22081156","safeguard","1","Safeguard","12540000.00","12540000.00","2022-08-11","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Security fees for Dunkeld 50 Mt Pleasant","specs/","Safeguard","10234822","2022-08-11 10:33:22","523001",,"direct_purchases/ALAINV237575(ALA-EZE016)(Safeguard Alarms Private Limited )(2022-08-03) (2).pdf",,,,,,,,,,"Direct Purchase",,,"acc474030","harare"
"D22081667","motor spares","1","Quest motors","1597152.00","1597152.00","2022-08-16","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Hr 5185 additional cost to Quest ","specs/","Quest motors","10235072","2022-08-16 08:16:25","523001",,"direct_purchases/1660637785scan0008.pdf",,,,,,,,,,"Direct Purchase",,,"acc466607","harare"
"D22081686","refuse collection","1","Ladgen","50000.00","50000.00","2022-08-16","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," refuse collection for Wynne street ","specs/","Ladgen","10235064","2022-08-16 08:12:19","523001",,"direct_purchases/1660637539scan0009.pdf",,,,,,,,,,"Direct Purchase",,,"acc474020","harare"
"D22081930","Prepaid tickets & parking discs","110","ZAS","1200000.00","99999999.99","2022-08-19","imgs/",,"0","0","0000-00-00","imgs/",,"0","0","0000-00-00","imgs/"," Procurement of tickets for Harare Agricultural show ","specs/","ZAS","10235338","2022-08-19 07:57:41","525000",,"direct_purchases/New Document(25)1660895788962.pdf",,,,,,,,,,"Direct Purchase",,,"acc473500","harare"
