"id","document_id","rfq_number","rfq_date","scope_of_work","item_required","qty","date_created","specifications","created_by","section_code","ace","ace_spec","proc_ref","region"
"700","RQ22042639","10229434","2022-04-22","Materials for plumbing jobs at Mabvuku Depot",,"0","2022-12-07 10:12:16","../specifications/plumbing repairs mabvuku.mht","ze30570","524701",,,"acc475005","harare"
"701","RQ22042690","10229431","2022-04-22","Purchase of Electrical repairs materials for Mabvuku Depot",,"0","2022-12-07 10:12:16","../specifications/Electrical repairs mabvuku.mht","ze30570","524701",,,"acc475005","harare"
"702","RQ22042638","10229436","2022-04-22","Purchase of Floor Tilling material for Mabvuku Depot",,"0","2022-12-07 10:12:16","../specifications/Tilling quotation mabvuku.mht","ze30570","524701",,,"acc475005","harare"
"703","RQ22042674","10229573","2022-04-26","205X16 TYRES",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"704","RQ2204266","10229150","2022-04-14","UPPER CONTROL ARM NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"705","RQ22042643","10229151","2022-04-26","UPPER CONTRL ARM NP300",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"706","RQ22042676","10229152","2022-04-20","LOWER CONTROL ARM NP300 4X4",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"707","RQ22042644","10229569","2022-04-26","Sunday Mail and Herald newspapers for Management",,"0","2022-12-07 10:12:16","../specifications/scan0009.pdf","ze281875","523001",,,"acc473810","harare"
"708","RQ22042698","10229538","2022-04-26","May rental for Eng Tachiona",,"0","2022-12-07 10:12:16","../specifications/scan0010.pdf","ze281875","523001",,,"acc474010","harare"
"709","RQ22042653","10229536","2022-04-26","May 2022 rental for SCSO Maindidze Waterfalls depot",,"0","2022-12-07 10:12:16","../specifications/scan0011.pdf","ze281875","523001",,,"acc474010","harare"
"710","RQ22042660","10229542","2022-04-26","Safeguard Alarms for 50 Dunkled ",,"0","2022-12-07 10:12:16","../specifications/1650976808scan0012.pdf","ze281875","523001",,,"acc474030","harare"
"711","RQ22042691","10229613","2022-04-26","CB89 Beatrice cable fault between SS1974 and control",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"712","RQ22042611","10229614","2022-04-26","CB89 COV UGC BTWN CONTROL AND 93",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"713","RQ22042666","10229616","2022-04-26","CB49 COV UGC CABLE FAULT BTWN SS4034 &1345",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"714","RQ22042741","10229686","2022-04-27","ENGINE OIL",,"0","2022-12-07 10:12:16","../specifications/","ze234966","522102",,,"acc473930","harare"
"715","RQ22042821","10022972","2022-04-28","Rental for SCSO Hwami - KUWADZANA DEPOT",,"0","2022-12-07 10:12:16","../specifications/","ze281875","523001",,,"acc474010","harare"
"716","RQ22042822","10229725","2022-04-28","Apprentices Switching Test  Lunch and Drinks from 26.04.2022 to 26.05.2022",,"0","2022-12-07 10:12:16","../specifications/scan0038.pdf","ze239046","523001",,,"acc473700","harare"
"717","RQ22042875","10229727","2022-04-28","Rental for the SCSO Hwami - Kuwadzana depot  for the month of May 2022 ",,"0","2022-12-07 10:12:16","../specifications/scan0013.pdf","ze281875","523001",,,"acc474010","harare"
"718","RQ22042929","10229769","2022-04-29","LP Gas accessories purchases",,"0","2022-12-07 10:12:16","../specifications/BOC gas accessories.jpg","ze234605","524301",,,"acc404087","harare"
"719","RQ22050369","10229843","2022-05-03","11kv cable recovery form CB59 Willowvale for use as jointing pieces",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"720","RQ22050455","10229891","2022-05-04","Purchase of 1mm and 1.5mm press pan sheets for transformer workshops.",,"0","2022-12-07 10:12:16","../specifications/","ze294411","524301",,,"acc404088","harare"
"721","RQ22050493","10229892","2022-05-04","Purchase of 3mm press pan and 6mm cork gasket for transformer workshops.",,"0","2022-12-07 10:12:16","../specifications/","ze294411","524301",,,"acc404088","harare"
"722","RQ22050445","10229894","2022-05-04","Purchase of oil resistant safety shoes for transformer workshop staff.",,"0","2022-12-07 10:12:16","../specifications/","ze294411","524301",,,"acc473650","harare"
"723","RQ22050434","10229901","2022-05-04","Procurement of x-frame banners ",,"0","2022-12-07 10:12:16","../specifications/","ze329223","525000",,,"acc473210","harare"
"724","RQ22050441","10229863","2022-05-04","Roofing sheet kalahari red for function room 2",,"0","2022-12-07 10:12:16","../specifications/scan0139.pdf","ze296538","523001",,,"acc475005","harare"
"725","RQ22050494","10229916","2022-05-04","cable 2,5mm core flex and hacksaw dodge",,"0","2022-12-07 10:12:16","../specifications/Merge Result1.pdf","ze296538","523001",,,"acc475005","harare"
"726","RQ22050471","10229929","2022-05-04","TRANSFORMER OIL TESTS FOR HIGHFIELDS 33/11KV NUMBER 2",,"0","2022-12-07 10:12:16","../specifications/OIL TEST Proforma Invoice IO141220.PDF","ze3522741","524301",,,"acc473620","harare"
"727","RQ22050479","10229933","2022-05-04","CLUTCH AND SUSPENSION O/HAUL ON HR5197 KB240 5TH GEN FOR RISK ",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"728","RQ22050410","10229900","2022-05-04","CARRY OUT PANELBEATING ON HR5003 ABD 2503 L200 FOR G/VIEW DEPOT",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"733","RQ22050573","10229940","2022-05-05","ATT TO OIL PUMP AND OIL PRESSURE SWITCH ON HR 5228 ADJ 1296 FOR N/DEV CHERRY QQ",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"738","RQ22050634","1230059","2022-05-06","cable recovery for mv jointing pieces",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"739","RQ22050934","10230104","2022-05-09","PURCHASE OF 6 X  OXYGEN TEC CYLINDER 14.2KG AND 3 X ACET TEC CYLINDER 8KG GAS",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"740","RQ22051059","10229999","2022-05-10","ATT TO PROPSHAFT UJ AND CENTRE BEARING FOR HR 5235 ADI 3704",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"741","RQ22051123","10230215","2022-05-11","REPLACE COMBINATION SWITCH ON 2644 ACU 0024 T35 FOR OPPS/MAINS",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"742","RQ22051167","10229808","2022-05-03","PURCHASE OF NEW TRANSFORMER OIL 840 LITRES FOR SENIORS 33/11KV TRANSFORMER  ",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"743","RQ22051196","10229809","2022-05-03","PURCHASE OF NEW TRANSFORMER OIL 840 LITRES FOR KOPJE 33/11KV TRANSFORMER  ",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"744","RQ2205117","10229810","2022-05-03","PURCHASE OF NEW TRANSFORMER OIL 840 LITRES FOR BORROWDALE 33/11KV TRANSFORMER  ",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"745","RQ22051186","10229813","2022-05-03","PURCHASE OF NEW TRANSFORMER OIL 840 LITRES FOR GLENVIEW 33/11KV TRANSFORMER  ",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"746","RQ22051156","10229816","2022-05-03","PURCHASE OF NEW TRANSFORMER OIL 840 LITRES FOR SANDE CRESCENT 33/11KV TRANSFORMER  ",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"747","RQ22051128","10229817","2022-05-03","PURCHASE OF NEW TRANSFORMER OIL 840 LITRES FOR COLEFORD 33/11KV TRANSFORMER  ",,"0","2022-12-07 10:12:16","../specifications/","ze3522741","524301",,,"acc475500","harare"
"748","RQ22051254","10230318","2022-05-12","purchasing of landline sockets and cords at Wynne Street",,"0","2022-12-07 10:12:16","../specifications/","ze296538","523001",,,"acc404050","harare"
"749","RQ22051228","10230301","2022-05-12","boltcuttters for use by linesperson and cable jointers @mains section",,"0","2022-12-07 10:12:16","../specifications/IMG_20220512_122605.jpg","ze287652","524301",,,"acc404087",
"750","RQ22051212","10230377","2022-05-12","Old waterfalls depot toilets refurbishment ",,"0","2022-12-07 10:12:16","../specifications/waterfalls coventry.pdf","ze296538","523001",,,"acc475005","harare"
"751","RQ22051337","10230294","2022-05-13","purchase for materials repairs first floor commercial toilet",,"0","2022-12-07 10:12:16","../specifications/","ze281875","523001",,,"acc475005","harare"
"754","RQ22051321","10230423","2022-05-13","Hire of 2 honda fit for GIS AFT2979, AFR4165",,"0","2022-12-07 10:12:16","../specifications/Honda Fit.pdf","ze323896","524101",,,"acc473600","harare"
"755","RQ2205132","10230433","2022-05-13","CB89  11kv & mv  cable trenching at ss1800 10 meters @$1750",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"756","RQ22051340","10230432","2022-05-13","CB89 Beatrice control between ss1974 and Pepsi S.Mazorodze way urgent fault issued to Tom and Nira o 10.05.2022",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"758","RQ22051369","10230449","2022-05-13","Lunches for staff doing Maintenance and repairs 132kv Parkridge - Highfield SS Shutdown ",,"0","2022-12-07 10:12:16","../specifications/","ze234605","524301",,,"acc473700","harare"
"759","RQ22051613","10230394","2022-05-12","Electrical Fittings for OPSMA Kitchen ",,"0","2022-12-07 10:12:16","../specifications/Halsteds.pdf","ze346373","523001",,,"acc403500","harare"
"762","RQ22051653","10230483","2022-05-16","Executive Single BB for Chinguwo M, Nyakatawa M & Goba E fro E.R 16.05.2022-22.05.2022",,"0","2022-12-07 10:12:16","../specifications/NTC quotatio 15.05.2022-22.06.2022.pdf","ze346373","523001",,,"acc473620","harare"
"763","RQ22051681","10230481","2022-05-16","hire of 2 vehicles for GIS Project",,"0","2022-12-07 10:12:16","../specifications/1652694292Honda Fit.pdf","ze323896","524101",,,"acc473600","harare"
"764","RQ22051647","10230523","2022-05-16","hire of a bus for GIS project",,"0","2022-12-07 10:12:16","../specifications/","ze323896","524101",,,"acc473600","harare"
"765","RQ22051727","10230544","2022-05-17","Gm residency and waterfalls plumbing materials ",,"0","2022-12-07 10:12:16","../specifications/gm.pdf","ze296538","523001",,,"acc475005","harare"
"766","RQ22051723","10230559","2022-05-17","Purchasing of cleaning detergents for Wynne street use",,"0","2022-12-07 10:12:16","../specifications/detergents.pdf","ze296538","523001",,,"acc474020","harare"
"767","RQ22051778","10230576","2022-05-17","instant lawn 50 Dunkled",,"0","2022-12-07 10:12:16","../specifications/","ze281875","523001",,,"acc475800","harare"
"769","RQ22051867","10230579","2022-05-17","Glass and Putty for OPSMA workshop Kitchen",,"0","2022-12-07 10:12:16","../specifications/Glass & Putty OPSMA.pdf","ze346373","523001",,,"acc404110","harare"
"770","RQ22051841","10230615","2022-05-18","CB29 Mbare between SS722 &137 (Urgent fault issued to Nira and sons on 18.05.2022)",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"771","RQ22051820","10230617","2022-05-18","CB29 Mbare trenching between ss722 &2968 ",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"772","RQ22051811","10230618","2022-05-18","CB49 Coventry trenching between SS 3131 &2968",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"788","RQ22051973","10230665","2022-05-19","floor tiles for 1st floor commercial offices",,"0","2022-12-07 10:12:16","../specifications/tiles 1st floor.pdf","ze296538","523001",,,"acc475005","harare"
"789","RQ22051954","10230666","2022-05-19","floor tiles for 2nd floor commercial offices",,"0","2022-12-07 10:12:16","../specifications/2nd floor.pdf","ze296538","523001",,,"acc475005","harare"
"790","RQ22051910","10230602","2022-05-18","Purchase of plumbing material for gents toilet East District wing, (3x Urinals, 3x 40mm urinals wastes and 3x urinal brackets) # Gold Throne Investments.  ",,"0","2022-12-07 10:12:16","../specifications/Quortation Urinal east.jpg","ze30570","524701",,,"acc475600","harare"
"791","RQ22051930","10230603","2022-05-18","Purchase of plumbing material for t gents toilet East District wing, (3* 20mm Urinal  flush masters) # Gold Throne Investments.  ",,"0","2022-12-07 10:12:16","../specifications/quortation toilet east.jpg","ze30570","524701",,,"acc475600","harare"
"792","RQ22051923","10230715","2022-05-19","PURCHASING OF OD WATERFALLS DEPOT COVENTRY FLOOR TILES",,"0","2022-12-07 10:12:16","../specifications/COVENTRY.pdf","ze296538","523001",,,"acc475005","harare"
"793","RQ22051965","10230724","2022-05-19","Secretary's Winter School workshop for 5 Secretaries (L. Nhende; TMtizwa; R Makuwe; L Chiriseri and G Karumazondo)",,"0","2022-12-07 10:12:16","../specifications/Secretary Winter School Neeedle.pdf","ze347558","523001",,,"acc473710","harare"
"794","RQ22051974","102307","2022-05-19","INTERNATIONAL SYMPOSIUM ON RISK AND SAFETY MANAGEMENT 2022.",,"0","2022-12-07 10:12:16","../specifications/ZETDC VIC FALLS 2.pdf","ze293180","526001",,,"acc473660","harare"
"795","RQ22051941","10230737","2022-05-19","Herald and Sunday mail subscriptions",,"0","2022-12-07 10:12:16","../specifications/Herald and Sunday Mail May.pdf","ze323896","524101",,,"acc473810","harare"
"796","RQ22051933","10230738","2022-05-19","Renovations of Old Waterfalls Depot",,"0","2022-12-07 10:12:16","../specifications/reno.pdf","ze296538","523001",,,"acc475005","harare"
"797","RQ22052053","0","2022-05-20","Secretary's Winters School workshop for L. Nhende and P Mtizwa at Kingdom Hotel",,"0","2022-12-07 10:12:16","../specifications/Winter School June invoice 2.pdf","ze347558","523001",,,"acc473510","harare"
"800","RQ22052044","10230775","2022-05-20","Secretary Winter Scholl workshop for R Makuwe, L Chiriseri and G Karumazondo at Kingdom Hotel",,"0","2022-12-07 10:12:16","../specifications/1653042315Winter school invoice 1 (3).pdf","ze347558","523001",,,"acc473510","harare"
"801","RQ22052087","10230777","2022-05-20","Waterfalls renovations- Ceiling Coventry",,"0","2022-12-07 10:12:16","../specifications/Ceiling.pdf","ze296538","523001",,,"acc475005","harare"
"802","RQ22052345","10230814","2022-05-23","Meal provisions for Profit Centre Presentations 03.06.2022",,"0","2022-12-07 10:12:16","../specifications/03.06.2022.pdf","ze346373","523001",,,"acc473700","harare"
"803","RQ22052368","10230820","2022-05-23","Meal provisions for RMT Presentations scheduled for 02.06.2022",,"0","2022-12-07 10:12:16","../specifications/","ze346373","523001",,,"acc473700","harare"
"804","RQ22052329","10230792","2022-05-23","Purchase of 2450x1225x3mm HR Sheet for Ruwa Depot",,"0","2022-12-07 10:12:16","../specifications/scan0037.pdf","ze281875","523001",,,"acc475005","harare"
"805","RQ2205231","10230881","2022-05-23","Purchasing of 19mm stone for Ruwa depot construction",,"0","2022-12-07 10:12:16","../specifications/19mm.pdf","ze296538","523001",,,"acc475005","harare"
"806","RQ22052325","10230894","2022-05-23","River sand for Ruwa Depot new construction",,"0","2022-12-07 10:12:16","../specifications/river sand.pdf","ze296538","523001",,,"acc475005","harare"
"807","RQ22052354","10230892","2022-05-23","Pitsand for Ruwa Depot new construction",,"0","2022-12-07 10:12:16","../specifications/pitsands.pdf","ze296538","523001",,,"acc475005","harare"
"808","RQ22052360","10230893","2022-05-23"," 88200 common bricks for ruwa depot",,"0","2022-12-07 10:12:16","../specifications/scan0048.pdf","ze281875","523001",,,"acc475005","harare"
"809","RQ22052723","10231048","2022-05-27","Purchase of lunches for staff working on fallen tower number 13 Highfield to Seniors 132kv feeders",,"0","2022-12-07 10:12:16","../specifications/Tower Lunches.jpg","ze234605","524301",,,"acc473700","harare"
"810","RQ22052784","10231060","2022-05-27","Tilling materials for Drawing Office",,"0","2022-12-07 10:12:16","../specifications/Tile & Carpets Tiles Quote Drawing Office.pdf","ze346373","523001",,,"acc475005","harare"
"811","RQ22052796","10230721","2022-05-27","Paint for Old Waterfalls depot Coventry",,"0","2022-12-07 10:12:16","../specifications/paints coventry.pdf","ze296538","523001",,,"acc475005","harare"
"812","RQ22053082","10231120","2022-05-30","Building materials for Ops and Maintenance kitchen",,"0","2022-12-07 10:12:16","../specifications/scan0001.pdf","ze346373","523001",,,"acc475005","harare"
"813","RQ22053016","10231167","2022-05-30","Waterfalls new depot Booster pump",,"0","2022-12-07 10:12:16","../specifications/booster.pdf","ze296538","523001",,,"acc47570","harare"
"814","RQ22053133","10231207","2022-05-31","Payment of Wynne street 4th floor board room",,"0","2022-12-07 10:12:16","../specifications/","ze296538","523001",,,"acc475500","harare"
"815","RQ22060185","10231158","2022-05-30","BOREHOLE REPAIRS AND PUMP REPAIRS FOR ZENGEZA CSC",,"0","2022-12-07 10:12:16","../specifications/SUBMERSIBLE PUMP 4SDDM6 FOR ZENGEZA CSC.docx","ze278491","524403",,,"acc475005","harare"
"816","RQ22060158","10231248","2022-06-01","SUPER FOR LINE CREW WORKING ON TOWER NUMBER 13 HIGH_SERN 1&2 FDRS bought by ENG T Musunda
STANBIC MSASA A/C 9140001582819",,"0","2022-12-07 10:12:16","../specifications/Towers Super.pdf","ze234605","524301",,,"acc473700","harare"
"817","RQ2206014","10231245","2022-06-01","LUNCHES FOR STAFF WORKING ON TOWER NUMBER 12 HIGH_SERN 1&2 132KV FDRS ON 31/05/2022 bought by W Chipare STANBIC MSASA A/C 9140001917322",,"0","2022-12-07 10:12:16","../specifications/","ze234605","524301",,,"acc473700","harare"
"818","RQ22060196","10231262","2022-06-01","Purchase of replacement cellphone for Mr L Musekiwa Revenue assurance Assistant Zengeza CSC  ",,"0","2022-12-07 10:12:16","../specifications/","ze278491","524403",,,"acc473310","harare"
"820","RQ22060256","10231310","2022-06-02","The Herald and Sunday Mail Newspapers for District Manager and Senior Engineer South District",,"0","2022-12-07 10:12:16","../specifications/ZETDC Harare South subscription quotation hard copy 220601.1030.doc","ze53821","524601",,,"acc473810","harare"
"821","RQ22060266","10230745","2022-06-02","Daily News (Full Week) for District Manager South",,"0","2022-12-07 10:12:16","../specifications/Zesa Invoice Mr Mashe 12 Months.xls","ze53821","524601",,,"acc473810","harare"
"822","RQ22060269","10231303","2022-06-02","CARRY OUT FRONT SUSP ON HR5212 ACX 8238",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"823","RQ22060226","10231308","2022-06-02","CARRY OUT SERVICE AT HR5222 ADF 8078",,"0","2022-12-07 10:12:16","../specifications/","ze254746","524201",,,"acc473930","harare"
"826","RQ22060298","10231316","2022-06-02","Procurement first floor toilet renovations plumbing materials",,"0","2022-12-07 10:12:16","../specifications/proc toilet.pdf","ze296538","523001",,,"acc475005","harare"
"827","RQ22060259","10231346","2022-06-02","tiling materials for Drawing Office & projects Office at wynne street",,"0","2022-12-07 10:12:16","../specifications/QUOTATIONS Drawning Office .pdf","ze346373","523001",,,"acc475005","harare"
"828","RQ2206034","10231371","2022-06-03","REPAIR 33 KV AND MODIFY NEUTRAL CURRENT TRANSFORMER FOR PARKRIDGE V132/33 KV TRANSFORMER NO 1
SPECIFICATIONS ARE AS FOLLOWS 3 CORE , 800/1, 1600/1, 20 VA , CLASS 5P20 . DATA PLATE TO BE SUPPLIED BY OPS AND MAINTENANCE",,"0","2022-12-07 10:12:16","../specifications/PARKRIDGE CT DETAILS.jpg","ze3522741","524301",,,"acc475500","harare"
"829","RQ22060570","10231424","2022-06-05","STAFF TRAINING AT ZESA NATIONAL TRAINING CENTRE, SKILLS UPGRADING CLASS 3&4, PAYMENT.",,"0","2022-12-07 10:12:16","../specifications/NTC PAYMENT.jpg","ze30570","524701",,,"acc473660","harare"
"830","RQ22060742","10231536","2022-06-07","To purchase teas and lunches for Extraordinary Works Council meeting",,"0","2022-12-07 10:12:16","../specifications/","ze347558","523001",,,"acc473740","harare"
"831","RQ22060873","10231435","2022-06-06","Purchase of surgical masks for June 2022",,"0","2022-12-07 10:12:16","../specifications/","ze293091","523001",,,"acc473640","harare"
"835","RQ22061055","10231630","2022-06-08","PURCHASE OF NYLON LINE FOR  FOR PRIMARY S/S HOUSEKEEPING",,"0","2022-12-07 10:12:16","../specifications/NYLON LINE.jpg","ze3522741","524301",,,"acc475500","harare"
"836","RQ22061062","10231632","2022-06-08","PURCHASE OF 2.5MM2 SWA CABLE FOR ACES 33/11KV T2",,"0","2022-12-07 10:12:16","../specifications/NEUTRAL CT CABLE FOR ACES.jpg","ze3522741","524301",,,"acc475500","harare"
"837","RQ22061017","10231680","2022-06-10","CURRENT TRANSFORMERS FOR POMONA 132/33 KV TX NO1 ",,"0","2022-12-07 10:12:16","../specifications/Pomona T1 LVCTs specs.docx","ze3522741","524301",,,"acc475500","harare"
"838","RQ22061341","10231778","2022-06-13","Dunkeld fish pond construction",,"0","2022-12-07 10:12:16","../specifications/","ze296538","523001",,,"acc475005","harare"
"839","RQ22061382","10231772","2022-06-13","
Accommodation for cable fault location team",,"0","2022-12-07 10:12:16","../specifications/Bronte Accommodation.pdf","ze301744","524001",,,"acc473620","harare"
"840","RQ22061386","10231797","2022-06-13","Coventry renovations",,"0","2022-12-07 10:12:16","../specifications/","ze296538","523001",,,"acc475005","harare"
"841","RQ22061599","10231890","2022-06-15","Additional plumbing materials for OPSMA Toilets",,"0","2022-12-07 10:12:16","../specifications/plumbing materials ii.pdf","ze346373","523001",,,"acc475005","harare"
"842","RQ22061523","10231891","2022-06-15","additional electrical fittings materials- OPSMA KITCHEN",,"0","2022-12-07 10:12:16","../specifications/ELECTRICALS ii.pdf","ze346373","523001",,,"acc475005","harare"
"843","RQ22061589","10231744","2022-06-13","Subscription of Newsday and Independent newspaper for the office of District Manager East",,"0","2022-12-07 10:12:16","../specifications/newsday (1).jpg","ze30570","524701",,,"acc473810","harare"
"844","RQ22061527","10231748","2022-06-13","Subscription of Financial Gazette for the office of District Manager - East",,"0","2022-12-07 10:12:16","../specifications/gazette.jpg","ze30570","524701",,,"acc473810","harare"
"845","RQ22061587","10231807","2022-06-14","Subscription of Herald Newspaper  for the office of District Manager - East",,"0","2022-12-07 10:12:16","../specifications/Herald.jpg","ze30570","524701",,,"acc473810","harare"
"846","RQ22061518","10231751","2022-06-13","Subscription of  Daily news newspaper for the office of District Manager East ( 3 Months)",,"0","2022-12-07 10:12:16","../specifications/Dailynews.jpg","ze30570","524701",,,"acc473810","harare"
"847","RQ22061532","10231927","2022-06-15","timber materials for Finance section store room",,"0","2022-12-07 10:12:16","../specifications/timber finance.pdf","ze296538","523001",,,"acc475005","harare"
"848","RQ22061613","10231942","2022-06-15","Additional Tiling materials for OPSMA Toilets",,"0","2022-12-07 10:12:16","../specifications/additional House of tiles.pdf","ze346373","523001",,,"acc475005","harare"
"849","RQ22061749","10232038","2022-06-17","ZIE Biennial Conference",,"0","2022-12-07 10:12:16","../specifications/ZIE conference.pdf","ze346373","523001",,,"acc473510","harare"
"850","RQ22061740","10231112","2022-06-17","CB29 Mbare Matapi between SS137 &722 11KV cable fault urgent fault issued to Nira and sons on 19.05.2022",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"851","RQ22061745","10231113","2022-06-17","CB89 Beatrice 11kv cable fault between the CB and ss1974 urgent fault issued to Nira and sons on 14.05.2022",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"852","RQ22061759","10232045","2022-06-17","CB49 Coventry 11kv cable between ss2184 &2871 Olivine Birmingham road urgent fault issued to Nira and sons on 30.05.2022",,"0","2022-12-07 10:12:16","../specifications/","ze261092","524604",,,"acc473620","harare"
"853","RQ22061770","10232056","2022-06-17","DUNKELD DECK MATERIALS",,"0","2022-12-07 10:12:16","../specifications/DECK.pdf","ze296538","523001",,,"acc475005","harare"
"854","RQ22061735","10232043","2022-06-17","Purchase of cellphone handset for new Personnel clerk under East District J. Rugora ec no. 256641 and  2 new Revenues Assuarance Assistants who transfered fron Call centre to East District, E. Chipatuko ec no. 228168 and L. Chitura EC no, 236462",,"0","2022-12-07 10:12:16","../specifications/cellphone handset quort.jpg","ze30570","524701",,,"acc473310","harare"
"855","RQ22061773","10229175","2022-05-20","PURCHASE OF TONNER CARTRIDGE FOR PRINCIPAL ENGINEER OPERATIONS AND NCC CONTROL ROOM",,"0","2022-12-07 10:12:16","../specifications/","ze259101","524301",,,"acc475300","harare"
"856","RQ22061710","10232069","2022-06-16","IPMZ conference member own transport with accommodation",,"0","2022-12-07 10:12:16","../specifications/ipmz 2.jpeg","ze347558","523001",,,"acc473510","harare"
"857","RQ22061742","10232075","2022-06-16","IPMZ Conference member own transport with accommodation",,"0","2022-12-07 10:12:16","../specifications/ipmz1.jpeg","ze347558","523001",,,"acc473510","harare"
"858","RQ22062035","10231253","2022-06-01","Purchase of Tilling and skirting material for Mabvuku Depot",,"0","2022-12-07 10:12:16","../specifications/tILLING QUOT.jpg","ze30570","524701",,,"acc475005","harare"
"859","RQ22062093","10232104","2022-06-20","Standard BB for Cable Fault Locating Team from Eastern Region",,"0","2022-12-07 10:12:16","../specifications/Bronte ii.pdf","ze346373","523001",,,"acc473620","harare"
"860","RQ22062083","10232126","2022-06-20","Purchase of ID cards for 45 new contract workers",,"0","2022-12-07 10:12:16","../specifications/","ze30570","524701",,,"acc473620","harare"
"861","RQ22062034","10232140","2022-06-20","Tonner catridge",,"0","2022-12-07 10:12:16","../specifications/","ze346373","523001",,,"acc473000","harare"
"862","RQ22062019","10232139","2022-06-20","5 copies newspaper for RMT 3 months (12 weeks)",,"0","2022-12-07 10:12:16","../specifications/1655727793scan0077.pdf","ze281875","523001",,,"acc473810","harare"
"864","RQ22062099","10232159","2022-06-20","Airfares for IPMZ Convention L. Nyamande and G. Zhuwau",,"0","2022-12-07 10:12:16","../specifications/","ze53821","524601",,,"acc476300","harare"
"865","RQ22062134","1023047","2022-06-21","Heaters for switchboard, records and admin",,"0","2022-12-07 10:12:16","../specifications/scan0082.pdf","ze281875","523001",,,"acc475300","harare"
"866","RQ22062123","10232264","2022-06-21","materials for function room 2 kitchen",,"0","2022-12-07 10:12:16","../specifications/scan0086.pdf","ze281875","523001",,,"acc475005","harare"
"867","RQ22062272","10232263","2022-06-21","To purchase teas and lunches for Workers Committee Training on 28-29 and HR Meeting meeting on 30 June 2022",,"0","2022-12-07 10:12:16","../specifications/","ze347558","523001",,,"acc473700","harare"
"868","RQ22062224","10232329","2022-06-22","Replacement of Stolen Phone ( Huawei Y5) for K. Charakupa RR Number 091432 Serial number 866943038485847. This therefore is procurement for an Itel A58",,"0","2022-12-07 10:12:16","../specifications/","ze53821","524601",,,"acc473310","harare"
"869","RQ22062229","10232293","2022-06-22","Recondition propshaft for Nissan NP3000 HR 5292 for Mabvuku ",,"0","2022-12-07 10:12:16","../specifications/","ze7277","524201",,,"acc466607","harare"
"870","RQ22062269","10232341","2022-06-22","Membership Subscriptions  for Mundenda Proud",,"0","2022-12-07 10:12:16","../specifications/Membership Fees ECZ.pdf","ze301744","524001",,,"acc473820","harare"
"871","RQ22062263","10232344","2022-06-22","pvc gloves for cleaning purposes at Wynne street offices",,"0","2022-12-07 10:12:16","../specifications/scan0089.pdf","ze281875","523001",,,"acc474020","harare"
"872","RQ22062218","10232353","2022-06-22","Purchase of External harddrive for Drawing Office",,"0","2022-12-07 10:12:16","../specifications/Drawing Office Hard Drive.pdf","ze323896","524101",,,"acc473000","harare"
"873","RQ22062241","10232361","2022-06-22","Purchase of 5 matrix hand sets for Drawing Office and GIS",,"0","2022-12-07 10:12:16","../specifications/Matrix Handsfree.pdf","ze323896","524101",,,"acc473300","harare"
