"adjid","status1","section_code1","update_user1","status2","status3","status4","status5","update_user2","update_user3","update_user4","update_user5","section_code2","section_code3","section_code4","section_code5","id","update_date1","update_date2","update_date3","update_date4","checked","checked_by","check_date","reason","reason_1","reason_2","reason_3","reason_4","order_status","order_number","payment_status","grn_delivery_status","grn_status"
"D22081118","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","335","2022-08-11 10:26:16","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22081151","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","336","2022-08-11 10:26:12","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22081156","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","337","2022-08-11 10:26:08","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22081667","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","339","2022-08-18 14:39:22","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22081686","1","523001","ze296538","2","0","0","0","ze309702"," "," "," "," "," "," "," ","338","2022-08-18 14:39:27","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22081930","1","525000","ze329223","2","0","0","0","ze325650"," "," "," "," "," "," "," ","340","2022-09-06 14:11:01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22082513","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","344","2022-08-26 18:09:14","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22082564","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","342","2022-08-26 18:09:23","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22082568","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","343","2022-08-26 18:09:19","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22082588","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","341","2022-08-26 18:09:27","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22082686","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","345","2022-08-29 14:26:59","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22082695","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","346","2022-08-29 14:26:55","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22083083","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","347","2022-09-01 20:48:40","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090142","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","350","2022-09-01 20:48:25","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090147","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","348","2022-09-01 20:48:35","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090167","1","523001","ze281875","1","0","0","0","ze309702"," "," "," "," "," "," "," ","351","2022-09-05 22:19:10","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ","done before"," "," "," ","0",,,,"0"
"D22090188","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","349","2022-09-01 20:48:29","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090582","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","352","2022-09-05 13:37:35","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090621","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","353","2022-09-06 21:46:18","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090628","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","354","2022-09-06 21:46:13","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090911","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","357","2022-09-15 13:31:18","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090916","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","356","2022-09-15 13:31:22","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090919","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","360","2022-09-15 13:31:05","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090942","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","361","2022-09-15 13:31:01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2209096","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","355","2022-09-15 13:31:26","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090978","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","358","2022-09-15 13:31:13","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22090989","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","359","2022-09-15 13:31:09","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22091218","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","363","2022-09-15 13:30:53","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22091224","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","362","2022-09-15 13:30:57","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22091250","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","364","2022-09-15 13:30:48","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22091492","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","365","2022-09-15 13:30:44","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22091613","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","366","2022-09-19 18:30:06","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22091680","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","367","2022-09-19 18:29:58","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22091955","1","523001","ze293091","1","0","0","0","ze309702"," "," "," "," "," "," "," ","368","2022-10-07 18:13:13","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ","done"," "," "," ","0",,,,"0"
"D22092610","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","374","2022-09-26 13:40:38","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092623","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","377","2022-09-26 13:40:26","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092640","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","378","2022-09-26 13:40:23","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092643","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","375","2022-09-26 13:40:35","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092652","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","371","2022-09-26 13:40:51","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092657","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","381","2022-09-26 13:40:10","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092665","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","373","2022-09-26 13:40:43","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092667","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","380","2022-09-26 13:40:14","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092668","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","372","2022-09-26 13:40:48","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092674","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","369","2022-09-26 13:40:59","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092675","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","376","2022-09-26 13:40:30","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092683","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","370","2022-09-26 13:40:55","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092693","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","379","2022-09-26 13:40:18","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22092710","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","383","2022-09-28 18:19:26","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2209277","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","382","2022-09-28 18:19:31","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22100498","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","384","2022-10-07 18:12:47","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2210102","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","385","2022-10-11 18:04:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22101029","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","387","2022-10-11 18:03:42","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22101094","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","386","2022-10-11 18:04:03","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22101095","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","388","2022-10-11 18:03:38","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22101829","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","390","2022-10-24 18:22:34","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22101833","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","391","2022-10-24 18:22:30","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22101871","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","389","2022-10-24 18:22:38","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22101956","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","392","2022-10-24 18:22:26","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22102115","1","523001","ze293091","2","0","0","0","ze309702"," "," "," "," "," "," "," ","393","2022-10-24 18:22:22","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22102525","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","394","2022-10-31 12:57:01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22102545","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","397","2022-10-31 12:56:48","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22102549","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","395","2022-10-31 12:56:57","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22102550","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","401","2022-10-31 12:56:33","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22102565","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","398","2022-10-31 12:56:45","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22102570","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","396","2022-10-31 12:56:53","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22102579","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","400","2022-10-31 12:56:37","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2210258","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","399","2022-10-31 12:56:41","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22102644","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","402","2022-10-31 12:56:30","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22103199","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","403","2022-10-31 12:56:26","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22110135","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","404","2022-11-01 13:59:57","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22111816","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","406","2022-11-22 12:38:56","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22111840","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","405","2022-11-22 12:39:01","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2211188","1","523001","ze281875","1","0","0","0","ze309702"," "," "," "," "," "," "," ","407","2022-11-24 00:46:07","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ","use petty cash
"," "," "," ","0",,,,"0"
"D22112120","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","408","2022-11-22 12:38:40","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22112122","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","411","2022-11-22 12:38:28","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22112168","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","409","2022-11-22 12:38:36","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22112173","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","410","2022-11-22 12:38:32","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22112231","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","413","2022-11-22 12:38:21","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22112266","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","415","2022-11-22 12:38:13","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22112278","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","414","2022-11-22 12:38:17","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22112279","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","412","2022-11-22 12:38:24","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22112591","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","416","2022-11-30 21:52:11","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22120125","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","417","2022-12-01 13:57:19","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D2212013","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","422","2022-12-01 13:57:32","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22120142","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","418","2022-12-01 13:57:49","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22120145","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","420","2022-12-01 13:57:40","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22120150","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","424","2022-12-01 13:57:24","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22120174","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","419","2022-12-01 13:57:45","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22120180","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","423","2022-12-01 13:57:28","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22120181","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","421","2022-12-01 13:57:36","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22120713","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","425","2022-12-12 13:57:31","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22121313","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","429","2022-12-30 21:58:37","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22121321","1","524601","ze54119","2","0","0","0","ze231169"," "," "," "," "," "," "," ","433","2023-01-13 18:36:04","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," "," "," "," "," ","0",,,,"0"
"D22121332","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","431","2022-12-30 21:58:27","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22121335","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","427","2022-12-30 21:58:44","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22121348","1","524601","ze54119","2","0","0","0","ze231169"," "," "," "," "," "," "," ","434","2023-01-13 18:36:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," "," "," "," "," ","0",,,,"0"
"D22121366","1","524601","ze54119","2","0","0","0","ze231169"," "," "," "," "," "," "," ","432","2023-01-13 18:36:08","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," "," "," "," "," ","0",,,,"0"
"D22121372","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","426","2022-12-30 21:58:47","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22121375","1","524601","ze54119","2","0","0","0","ze231169"," "," "," "," "," "," "," ","436","2023-01-13 18:36:12","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," "," "," "," "," ","0",,,,"0"
"D22121376","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","430","2022-12-30 21:58:31","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D22121394","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","428","2022-12-30 21:58:40","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
"D23012051","1","523001","ze281875","2","0","0","0","ze309702"," "," "," "," "," "," "," ","438","2023-03-13 20:15:25","0000-00-00 00:00:00","0000-00-00 00:00:00","0000-00-00 00:00:00","0"," ","0000-00-00 00:00:00"," ",," "," "," ","0",,,,"0"
