"document_id","supplier1","rfq_no","payment_terms1","bid_validity1","delivery_period1","technical_specifications1","valid_tax_clearance1","registered_with_praz1","tax_status1","site_visit_done1","samples_delivered1","decision1","total1","remarks1","supplier2","payment_terms2","bid_validity2","delivery_period2","decision2","total2","technical_specifications2","valid_tax_clearance2","registered_with_praz2","tax_status2","site_visit_done2","samples_delivered2","remarks2","supplier3","payment_terms3","bid_validity3","delivery_period3","technical_specifications3","valid_tax_clearance3","registered_with_praz3","tax_status3","site_visit_done3","samples_delivered3","decision3","total3","remarks3","supplier4","payment_terms4","bid_validity4","delivery_period4","technical_specifications4","valid_tax_clearance4","registered_with_praz4","tax_status4","site_visit_done4","samples_delivered4","decision4","total4","remarks4","supplier5","payment_terms5","bid_validity5","delivery_period5","technical_specifications5","valid_tax_clearance5","registered_with_praz5","tax_status5","site_visit_done5","samples_delivered5","decision5","total5","remarks5","supplier6","payment_terms6","bid_validity6","delivery_period6","technical_specifications6","valid_tax_clearance6","registered_with_praz6","tax_status6","site_visit_done6","samples_delivered6","decision6","total6","remarks6","supplier7","payment_terms7","bid_validity7","delivery_period7","technical_specifications7","valid_tax_clearance7","registered_with_praz7","tax_status7","site_visit_done7","samples_delivered7","decision7","total7","remarks7","supplier8","payment_terms8","bid_validity8","delivery_period8","technical_specifications8","valid_tax_clearance8","registered_with_praz8","tax_status8","site_visit_done8","samples_delivered8","decision8","total8","remarks8","supplier9","payment_terms9","bid_validity9","delivery_period9","technical_specifications9","valid_tax_clearance9","registered_with_praz9","tax_status9","site_visit_done9","samples_delivered9","decision9","total9","remarks9","supplier10","payment_terms10","bid_validity10","delivery_period10","technical_specifications10","valid_tax_clearance10","registered_with_praz10","tax_status10","site_visit_done10","samples_delivered10","decision10","total10","remarks10","supplier11","payment_terms11","bid_validity11","delivery_period11","technical_specifications11","valid_tax_clearance11","registered_with_praz11","tax_status11","site_visit_done11","samples_delivered11","decision11","total11","remarks11","supplier12","payment_terms12","bid_validity12","delivery_period12","technical_specifications12","valid_tax_clearance12","registered_with_praz12","tax_status12","site_visit_done12","samples_delivered12","decision12","total12","remarks12","supplier13","payment_terms13","bid_validity13","delivery_period13","technical_specifications13","valid_tax_clearance13","registered_with_praz13","tax_status13","site_visit_done13","samples_delivered13","decision13","total13","remarks13","supplier14","payment_terms14","bid_validity14","delivery_period14","technical_specifications14","valid_tax_clearance14","registered_with_praz14","tax_status14","site_visit_done14","samples_delivered14","decision14","total14","remarks14","supplier15","payment_terms15","bid_validity15","delivery_period15","technical_specifications15","valid_tax_clearance15","registered_with_praz15","tax_status15","site_visit_done15","samples_delivered15","decision15","total15","remarks15","supplier16","payment_terms16","bid_validity16","delivery_period16","technical_specifications16","valid_tax_clearance16","registered_with_praz16","tax_status16","site_visit_done16","samples_delivered16","decision16","total16","remarks16","supplier17","payment_terms17","bid_validity17","delivery_period17","technical_specifications17","valid_tax_clearance17","registered_with_praz17","tax_status17","site_visit_done17","samples_delivered17","decision17","total17","remarks17","supplier18","payment_terms18","bid_validity18","delivery_period18","technical_specifications18","valid_tax_clearance18","registered_with_praz18","tax_status18","site_visit_done18","samples_delivered18","decision18","total18","remarks18","supplier19","payment_terms19","bid_validity19","delivery_period19","technical_specifications19","valid_tax_clearance19","registered_with_praz19","tax_status19","site_visit_done19","samples_delivered19","decision19","total19","remarks19","supplier20","payment_terms20","bid_validity20","delivery_period20","technical_specifications20","valid_tax_clearance20","registered_with_praz20","tax_status20","site_visit_done20","samples_delivered20","decision20","total20","remarks20","supplier21","payment_terms21","bid_validity21","delivery_period21","technical_specifications21","valid_tax_clearance21","registered_with_praz21","tax_status21","site_visit_done21","samples_delivered21","decision21","total21","remarks21","supplier22","payment_terms22","bid_validity22","delivery_period22","technical_specifications22","valid_tax_clearance22","registered_with_praz22","tax_status22","site_visit_done22","samples_delivered22","decision22","total22","remarks22","supplier23","payment_terms23","bid_validity23","delivery_period23","technical_specifications23","valid_tax_clearance23","registered_with_praz23","tax_status23","site_visit_done23","samples_delivered23","decision23","total23","remarks23","supplier24","payment_terms24","bid_validity24","delivery_period24","technical_specifications24","valid_tax_clearance24","registered_with_praz24","tax_status24","site_visit_done24","samples_delivered24","decision24","total24","remarks24","supplier25","payment_terms25","bid_validity25","delivery_period25","technical_specifications25","valid_tax_clearance25","registered_with_praz25","tax_status25","site_visit_done25","samples_delivered25","decision25","total25","remarks25","supplier26","payment_terms26","bid_validity26","delivery_period26","technical_specifications26","valid_tax_clearance26","registered_with_praz26","tax_status26","site_visit_done26","samples_delivered26","decision26","total26","remarks26","supplier27","payment_terms27","bid_validity27","delivery_period27","technical_specifications27","valid_tax_clearance27","registered_with_praz27","tax_status27","site_visit_done27","samples_delivered27","decision27","total27","remarks27","supplier28","payment_terms28","bid_validity28","delivery_period28","technical_specifications28","valid_tax_clearance28","registered_with_praz28","tax_status28","site_visit_done28","samples_delivered28","decision28","total28","remarks28","supplier29","payment_terms29","bid_validity29","delivery_period29","technical_specifications29","valid_tax_clearance29","registered_with_praz29","tax_status29","site_visit_done29","samples_delivered29","decision29","total29","remarks29","supplier30","payment_terms30","bid_validity30","delivery_period30","technical_specifications30","valid_tax_clearance30","registered_with_praz30","tax_status30","site_visit_done30","samples_delivered30","decision30","total30","remarks30","status","user1","status_1","date_1","user2","status_2","date_2","user3","status_3","date_3","user4","status_4","date_4","user5","status_5","date_5","user6","status_6","date_6","user7","status_7","date_7","user8","status_8","date_8","user9","status_9","date_9","user10","status_10","date_10","finance_user","finance_status","finance_date","gm_user","gm_status","gm_date","recommendation","ranking1","ranking2","ranking3","ranking4","ranking5","order_number","reason_1","reason_2","reason_3","order_date","order_status","payment_status","grn_delivery_status","grn_status","site_visit_required","samples_required"
"TD23102744","KEENLAND ENTERPRISES","10257359","on","on","on","on","on","on",,,,"on","5400",,"FICTECH PVT LTD","on","on","on","on","5600","on","on","on",,,,,"DOCKYARD INVESTMENTS",,"on",,"on","on","on",,,,,"55000000",,"PELOSH ENTERPRISES","on","on","on","on","on","on",,,,"on","5850",,"P AND I TRADING ","on","on","on","on","on","on",,,,"on","6900",,"BRUTAMINE ENTERPRISESRISES","on","on","on","on","on","on",,,,"on","7059.5",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze231169","1","2023-10-27 07:41:25","ze325058","1","2023-10-27 09:01:42","ze345024","1","2023-10-27 07:15:27","ze270482","1","2023-10-27 07:50:04","ze263567","1","2023-10-30 06:38:03",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2023-10-30 06:47:50","ze238325","1","2023-10-31 11:00:28"," KEENLAND ENTERPRISES being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$5400 excluding VAT. PAYABLE AT INTERBANK RATE.","KEENLAND ENTERPRISES","FICTECH PVT LTD","PELOSH ENTERPRISES","P AND I TRADING ","BRUTAMINE ENTERPRISESRISES",,,,,"0000-00-00","0",,,"0","no","no"
"TD23102750","LEDGER MINDS","10257269","on","on","on","on","on","on",,,,"on","1740",,"AMMAVIM TRADING","on","on","on","on","1970","on","on","on",,,,,"NORBHAT INVESTMENTS","on","on","on","on","on","on",,,,"on","1438",,"VIMMARK INVESTMENTS","on","on","on","on","on","on",,,,"on","2460",,"RENKOO TRADING","on","on","on","on","on","on",,,,"on","2020",,"RUKKAV INVESTMENTS","on","on","on","on","on","on",,,,"on","1870",,"VONLET TRADING","on","on","on","on","on","on",,,,"on","1620",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze291455","1","2023-10-31 07:14:14","ze325058","1","2023-10-27 09:24:56","ze345024","1","2023-10-27 06:30:56","ze243973","1","2023-10-27 07:21:51","ze263567","1","2023-10-30 06:46:50",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2023-10-31 11:43:46","ze238325","1","2023-11-01 07:01:44"," NORBHAT INVESTMENTS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$1438 excluding VAT. PAYABLE AT INTERBANK RATE.","NORBHAT INVESTMENTS","VONLET TRADING","LEDGER MINDS","RUKKAV INVESTMENTS","AMMAVIM TRADING",,,,,"0000-00-00","0",,,"0","no","no"
"TD23102771","PELOSH ENTERPRISES","10257383","on","on","on","on","on","on",,,,"on","1250",,"P& I TRADING","on","on","on","on","1500","on","on","on",,,,,"FICTECH PVT LTD","on","on","on","on","on","on",,,,"on","1800",,"LEDGER MINDS","on","on","on","on","on","on",,,,"on","1200",,"AVONEY ENTERPRISES","on","on","on","on","on","on",,,,"on","1435",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze278610","1","2023-10-27 07:49:33","ze325058","1","2023-11-01 14:30:32","ze366390","1","2023-10-27 06:18:03","ze333352","1","2023-11-03 09:05:48","ze263567","1","2023-10-31 07:39:33",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2023-11-03 10:58:21","ze238325","1","2023-11-06 12:50:37"," LEDGER MINDS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$1200 excluding VAT.","LEDGER MINDS","PELOSH ENTERPRISES","AVONEY ENTERPRISES","P& I TRADING","FICTECH PVT LTD",,,,,"0000-00-00","0",,,"0","no","no"
"TD23110786","CURRENTWISH ","10257903","on","on","on","on","on","on",,,,"on","8640",,"P& I TRADING","on","on","on","on","7360","on","on","on",,,,,"FICTECH PVT LTD","on","on","on","on","on","on",,,,"on","7168",,"RUKKAV INVESTMENTS","on","on","on","on","on","on",,,,"on","9600",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze291455","1","2023-11-08 07:26:30","ze325058","1","2023-11-09 07:05:19","ze9133153","1","2023-11-07 05:42:36","ze243973","1","2023-11-08 08:06:49","ze263567","1","2023-11-08 13:36:43",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2023-11-09 07:13:51","ze238325","1","2023-11-09 10:53:55"," FICTECH PVT LTD being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$7168 excluding VAT.","FICTECH PVT LTD","P& I TRADING","CURRENTWISH ","RUKKAV INVESTMENTS",,,,,,"0000-00-00","0",,,"0","no","no"
"TD23110810","PELOSH ENTERPRISES","10258143","on","on","on","on","on","on",,,,"on","9000",,"RUKKAV INVESTMENTS","on","on","on","on","8550","on","on","on",,,,,"LEDGER MINDS","on","on","on","on","on","on",,,,"on","15000",,"AMMAVIM TRADING","on","on","on","on","on","on",,,,"on","10800",,"CURRENTWISH INVESTMENTS","on","on","on","on","on","on",,,,"on","10200",,"DASHER TRADING PVT","on","on","on","on","on","on",,,,"on","9900",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze291455","1","2023-11-10 06:54:58","ze325058","1","2023-11-09 07:20:12","ze345024","1","2023-11-08 09:47:11","ze243973","1","2023-11-09 09:35:20","ze263567","1","2023-11-09 11:14:18",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2023-11-10 08:02:02","ze238325","1","2023-11-10 13:23:19"," RUKKAV INVESTMENTS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$8550 excluding VAT. PAYABLE AT INTERBANK RATE.","RUKKAV INVESTMENTS","PELOSH ENTERPRISES","DASHER TRADING PVT","CURRENTWISH INVESTMENTS","AMMAVIM TRADING",,,,,"0000-00-00","0",,,"0","no","no"
"TD23110818","SPS GROUP PVT ","10257143","on","on",,"on","on","on",,,,,"3229.6",,"BH DISTRIBUTORS","on","on","on","on","9900","on","on","on",,,"on",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze53821","1","2023-11-24 08:10:37","ze325058","1","2023-11-09 06:51:30","ze345024","1","2023-11-08 09:28:13","ze293091","1","2023-11-13 08:52:04","ze263567","1","2023-11-21 09:58:07",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze336785","1","2023-11-28 13:15:25","ze238325","1","2023-11-29 07:58:06"," BH DISTRIBUTORS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$9900 excluding VAT. PAYABLE AT INTERBANK RATE","BH DISTRIBUTORS",,,,,,"We cant do stock replenishments when they is a tender running",,,"0000-00-00","0",,,"0","no","yes"
"TD23110828","LEDGER MINDS","10258041","on","on","on","on","on","on",,,,"on","14400",,"FICTECH PVT LTD","on","on","on","on","12600","on","on","on",,,,,"CALTRON INVESTMENTS","on","on","on","on","on","on",,,,"on","16500",,"TARDEN MARKETING","on","on","on","on","on","on",,,,"on","12400",,"AMMAVIM TRADING","on","on","on","on","on","on",,,,"on","15700",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze291455","1","2023-11-10 06:55:19","ze325058","1","2023-11-09 07:30:03","ze345024","1","2023-11-08 09:57:22","ze243973","1","2023-11-09 09:35:51","ze263567","1","2023-11-09 11:16:50",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2023-11-10 08:02:13","ze238325","1","2023-11-10 13:23:41"," TARDEN MARKETING being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$12400 excluding VAT. PAYABLE AT INTERBANK","TARDEN MARKETING","FICTECH PVT LTD","LEDGER MINDS","AMMAVIM TRADING","CALTRON INVESTMENTS",,,,,"0000-00-00","0",,,"0","no","no"
"TD23110839","FICTECH PVT LTD","10257399","on","on","on","on","on","on",,,,"on","2160",,"LEDGER MINDS","on","on","on","on","2340","on","on","on",,,,,"NORBHAT INVESTMENTS","on","on","on","on","on","on",,,,"on","2556",,"AMMAVIM TRADING","on","on","on","on","on","on",,,,"on","2610",,"VIMMARK INVESTMENTS","on","on","on","on",,,,,,,"3015",,"RUKKAV INVESTMENTS","on","on","on","on","on","on",,,,"on","3150",,"PELOSH ENTERPRISES","on","on","on","on","on","on",,,,"on","3240",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze231169","1","2023-11-24 06:52:26","ze325058","1","2023-11-09 07:04:11","ze345024","1","2023-11-08 09:19:59","ze270482","1","2023-11-21 08:01:20","ze263567","1","2023-11-09 11:04:43",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze336785","1","2023-11-28 13:15:36","ze238325","1","2023-11-29 07:59:16"," FICTECH PVT LTD being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$2160 excluding VAT. PAYABLE AT INTERBANK RATE ","FICTECH PVT LTD","LEDGER MINDS","NORBHAT INVESTMENTS","AMMAVIM TRADING","RUKKAV INVESTMENTS",,,,,"0000-00-00","0",,,"0","no","no"
"TD23110864","RUKKAV INVESTMENTS","10257963","on","on","on","on","on","on",,,,"on","11880",,"CURRENTWISH INVESTMENTS","on","on","on","on","11520","on","on","on",,,,,"GREAT STRIPPES INVESTMENTS","on","on","on","on","on","on",,,,"on","13230",,"P AND I TRADING ","on","on","on","on","on","on",,,,"on","10080",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze291455","1","2023-11-10 06:55:27","ze325058","1","2023-11-09 07:18:31","ze345024","1","2023-11-08 10:16:43","ze243973","1","2023-11-09 09:36:56","ze263567","1","2023-11-09 11:17:32",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2023-11-10 08:02:29","ze238325","1","2023-11-10 13:24:00"," P AND I TRADING  being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$10080 excluding VAT. PAYABLE AT INTERBANK RATE.","P AND I TRADING ","CURRENTWISH INVESTMENTS","RUKKAV INVESTMENTS","GREAT STRIPPES INVESTMENTS",,,,,,"0000-00-00","0",,,"0","no","no"
"TD23110867","DANLADEN","10257621","on","on","on","on","on","on",,,,,"14500",,"RYGEL TECHNOLOGIES","on","on","on",,"12000","on","on","on",,,,,"FALCON SIGNAGE","on","on",,"on","on","on",,,"on",,"9995",,"DAYBREAK INVESTMENTS","on","on","on","on","on","on",,,"on","on","9250",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"5","ze332259","1","2023-11-23 09:22:02","ze325058","1","2023-11-09 07:33:30","ze345024","1","2023-11-08 08:58:38","ze243973","1","2023-11-09 09:34:12","ze263567","1","2023-11-09 11:03:52",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze336785","1","2023-11-28 13:16:05","ze238325","1","2023-11-29 08:03:51"," DAYBREAK INVESTMENTS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of US$9250 excluding VAT. PAYABLE AT INTERBANK.","DAYBREAK INVESTMENTS",,,,,,,,,"0000-00-00","0",,,"0","no","yes"
"TD23110885","TUNKETT INVESTMENTS","10257382","on","on","on","on","on","on",,,,,"5132",,"LEDGER MINDS","on","on","on","on","8000","on","on","on",,,"on",,"NORBHAT INVESTMENTS","on","on","on","on","on","on",,,,,"9250",,"AQUA BRIDGE","on","on","on","on","on","on",,,,,"11590",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,,,,,,,,,,,,"0",,"4","ze278610","1","2023-11-09 07:39:39","ze325058","1","2023-11-09 06:50:15","ze261084","1","2023-11-08 09:24:38","ze314935","1","2023-11-10 09:21:01","ze263567","1","2023-11-09 10:17:21",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00",,"0","0000-00-00 00:00:00","ze301736","1","2023-11-12 12:57:01","ze238325","1","2023-11-16 09:19:14"," LEDGER MINDS being the lowest bidder having complied with all the requirements is recommended to provide the goods/service at a total cost of RTGS$8000 excluding VAT.","LEDGER MINDS",,,,,,,,,"0000-00-00","0",,,"0","no","yes"
